frame,Time [s],CH1,BGND1,CH2,BGND2,intensity
0,0.0,16002,15561,59399,51247,441
1,0.052,17653,15440,59419,51379,2213
2,0.103,15059,15427,59596,51938,-368
3,0.155,15952,15512,61318,52125,440
4,0.207,18321,16167,60172,52023,2154
5,0.259,16246,15682,59937,52859,564
6,0.31,15888,15537,61959,51518,351
7,0.362,15568,14894,58246,51042,674
8,0.414,16904,15421,59758,51277,1483
9,0.466,16010,15070,60927,52035,940
10,0.517,15315,15336,59445,51746,-21
11,0.569,15023,15221,60230,51187,-198
12,0.621,15549,14924,59542,51421,625
13,0.673,14442,15088,61131,52101,-646
14,0.724,15313,14857,59838,51097,456
15,0.776,16679,15088,59300,51692,1591
16,0.828,15526,14857,60479,51848,669
17,0.88,14366,14597,59290,51800,-231
18,0.931,14282,15003,60220,52143,-721
19,0.983,15565,14463,59211,51463,1102
20,1.035,15410,14942,59275,50958,468
21,1.087,16824,14839,59403,51145,1985
22,1.138,16481,14384,59799,51415,2097
23,1.19,15239,14730,60478,50838,509
24,1.242,15088,14621,59334,51746,467
25,1.294,14484,14384,58336,51139,100
26,1.345,15484,14578,61083,50964,906
27,1.397,15968,14542,58421,50591,1426
28,1.449,14693,14257,58462,50868,436
29,1.501,15118,14712,61263,51674,406
30,1.552,14429,14263,59176,50616,166
31,1.604,14021,14433,61920,51211,-412
32,1.656,15616,14766,56790,50826,850
33,1.707,14561,14548,58307,51295,13
34,1.759,15406,14518,60822,51217,888
35,1.811,14508,14118,62438,51253,390
36,1.863,14409,14354,61790,51217,55
37,1.914,15310,14427,60437,50994,883
38,1.966,15633,13899,60658,51024,1734
39,2.018,15849,14354,61040,51782,1495
40,2.07,15112,14396,60380,51211,716
41,2.121,16531,14706,59850,52161,1825
42,2.173,15105,14536,59717,51373,569
43,2.225,15583,14330,60869,51259,1253
44,2.277,15033,14384,59111,51012,649
45,2.328,16476,14287,58972,51139,2189
46,2.38,17821,14542,58497,50610,3279
47,2.432,18531,14354,58292,50922,4177
48,2.484,19205,14560,58959,51536,4645
49,2.535,18631,14415,60736,51061,4216
50,2.587,18663,14675,60177,51163,3988
51,2.639,19113,14809,61358,50483,4304
52,2.691,15859,14451,59120,50922,1408
53,2.742,17841,14742,59301,51223,3099
54,2.794,18336,15282,59304,51457,3054
55,2.846,16063,14451,59335,50802,1612
56,2.898,15135,14433,56675,50634,702
57,2.949,19124,14469,58783,51247,4655
58,3.001,18154,14142,58168,51463,4012
59,3.053,19368,14742,60452,50628,4626
60,3.105,19392,14342,60618,50573,5050
61,3.156,19713,14506,59013,51373,5207
62,3.208,18055,14014,58120,51313,4041
63,3.26,18818,14427,61316,50555,4391
64,3.311,19764,14815,60211,50670,4949
65,3.363,20474,14566,59421,51030,5908
66,3.415,18629,14657,58422,50489,3972
67,3.467,17432,13960,60080,51193,3472
68,3.518,19041,14227,58934,50333,4814
69,3.57,19708,14578,59580,50375,5130
70,3.622,18446,14390,59178,50471,4056
71,3.674,19422,14008,59097,50303,5414
72,3.725,18775,14306,59001,50225,4469
73,3.777,18505,14633,59023,50730,3872
74,3.829,18062,14633,59997,50862,3429
75,3.881,18093,14597,60053,50333,3496
76,3.932,21397,14712,59917,50243,6685
77,3.984,19851,14384,58514,49828,5467
78,4.036,19432,14257,58801,49882,5175
79,4.088,20620,14481,61227,49798,6139
80,4.139,19261,14190,60778,50501,5071
81,4.191,19436,13930,57321,50267,5506
82,4.243,19708,13833,60474,50652,5875
83,4.295,20760,14772,61177,50044,5988
84,4.346,19333,14876,60208,50297,4457
85,4.398,21928,14457,56943,50177,7471
86,4.45,20595,14948,60444,50351,5647
87,4.502,21714,14384,55643,49750,7330
88,4.553,20305,14324,60041,50171,5981
89,4.605,18366,14239,59457,50477,4127
90,4.657,18810,14475,59721,50026,4335
91,4.709,19696,14396,60561,50832,5300
92,4.76,19949,14663,60368,50874,5286
93,4.812,17923,14239,61507,50333,3684
94,4.864,18172,14142,59198,50429,4030
95,4.915,18857,14045,60628,50423,4812
96,4.967,17965,14021,58324,50044,3944
97,5.019,17766,13881,59390,50658,3885
98,5.071,20163,14312,57710,50856,5851
99,5.122,18809,14075,58004,50730,4734
100,5.174,18064,14227,59260,50092,3837
101,5.226,14803,14421,60684,50471,382
102,5.278,14733,14227,58381,50603,506
103,5.329,17153,15252,59942,50694,1901
104,5.381,22000,14554,58447,50393,7446
105,5.433,18014,14027,59358,50676,3987
106,5.485,18923,13887,58445,51301,5036
107,5.536,17701,14184,58876,51530,3517
108,5.588,17553,14008,59774,50892,3545
109,5.64,16694,14008,59777,50790,2686
110,5.692,14068,13360,59208,51157,708
111,5.743,14551,13839,57778,50718,712
112,5.795,15832,14306,62224,50333,1526
113,5.847,14618,13875,59792,50622,743
114,5.899,17028,13869,59504,50471,3159
115,5.95,19485,13723,59553,50519,5762
116,6.002,17634,13566,58823,50303,4068
117,6.054,18350,13572,58075,49936,4778
118,6.106,17545,13645,59251,50177,3900
119,6.157,19631,13735,58550,49984,5896
120,6.209,18641,13499,60248,50543,5142
121,6.261,19204,13778,58495,50339,5426
122,6.313,19619,13572,56898,50766,6047
123,6.364,18315,13541,60442,50519,4774
124,6.416,18731,13408,59544,50603,5323
125,6.468,18835,13596,59534,51067,5239
126,6.519,18357,13523,59643,50573,4834
127,6.571,18610,13705,59858,50417,4905
128,6.623,19268,13596,59271,50315,5672
129,6.675,21096,13487,60361,51469,7609
130,6.726,20461,13541,59939,49978,6920
131,6.778,19182,13930,60821,50537,5252
132,6.83,18918,13699,60856,51018,5219
133,6.882,18839,13754,57602,50724,5085
134,6.933,18683,13645,60086,50952,5038
135,6.985,19128,13529,61185,50321,5599
136,7.037,20342,13778,58581,50489,6564
137,7.089,20704,13851,58611,50796,6853
138,7.14,18830,13535,59432,50874,5295
139,7.192,18097,13826,61062,50092,4271
140,7.244,19008,14099,57833,50447,4909
141,7.296,18030,14202,59478,50778,3828
142,7.347,21314,13760,57930,49834,7554
143,7.399,19827,13493,60169,50640,6334
144,7.451,19611,13602,59614,50345,6009
145,7.503,17819,13790,60966,50880,4029
146,7.554,15202,13566,59237,49701,1636
147,7.606,20872,13857,59163,50652,7015
148,7.658,18691,13493,58725,50718,5198
149,7.71,17897,12965,60191,50339,4932
150,7.761,17368,13632,58903,50273,3736
151,7.813,18501,13232,60994,50285,5269
152,7.865,17692,13347,57844,50652,4345
153,7.917,18499,13735,59658,49966,4764
154,7.968,19823,13444,58898,50543,6379
155,8.02,17288,13438,59035,49780,3850
156,8.072,18057,13226,57618,50032,4831
157,8.123,18114,13347,58768,50826,4767
158,8.175,19739,13614,59791,50459,6125
159,8.227,18505,13669,59291,50098,4836
160,8.279,18035,13299,60047,50441,4736
161,8.33,18076,13117,57834,50285,4959
162,8.382,18324,13172,59543,50261,5152
163,8.434,17464,12850,58395,49876,4614
164,8.486,18362,12965,57632,50146,5397
165,8.537,19078,13238,59464,50351,5840
166,8.589,18700,13754,57825,50279,4946
167,8.641,19586,13366,58113,51012,6220
168,8.693,16788,13511,57976,50231,3277
169,8.744,18291,13341,59057,50628,4950
170,8.796,19590,13002,58794,50760,6588
171,8.848,17943,13705,59992,50339,4238
172,8.9,18610,13153,56729,50321,5457
173,8.951,18506,12965,58949,49738,5541
174,9.003,17826,13256,58685,50423,4570
175,9.055,16892,13093,60496,49738,3799
176,9.107,17610,13614,58126,49629,3996
177,9.158,17991,13153,60828,50219,4838
178,9.21,17742,13560,57031,49996,4182
179,9.262,18668,13596,59212,50267,5072
180,9.314,17946,13584,59930,49978,4362
181,9.365,18571,12996,58098,50134,5575
182,9.417,17961,13450,59467,50207,4511
183,9.469,17885,13802,58005,50441,4083
184,9.521,19050,13275,58732,49401,5775
185,9.572,18980,12965,57492,50423,6015
186,9.624,18308,13450,58580,49948,4858
187,9.676,19182,13554,60106,50026,5628
188,9.727,17528,13087,58850,49768,4441
189,9.779,16775,13056,57368,49683,3719
190,9.831,18919,13172,58943,49707,5747
191,9.883,15154,13420,58298,50213,1734
192,9.934,16749,13414,58381,50140,3335
193,9.986,17164,13347,58816,49888,3817
194,10.038,17323,13262,58830,50760,4061
195,10.09,17471,12692,59583,50086,4779
196,10.141,17118,13305,58719,50086,3813
197,10.193,16443,13293,60071,50026,3150
198,10.245,16757,13062,59602,50285,3695
199,10.297,14243,13129,59517,51055,1114
200,10.348,12923,12705,61641,50736,218
201,10.4,13713,13256,58807,50465,457
202,10.452,13488,13517,59399,49683,-29
203,10.504,16768,13329,57920,49852,3439
204,10.555,16098,13105,55818,51289,2993
205,10.607,15095,13723,58350,49683,1372
206,10.659,14305,13408,60386,50261,897
207,10.711,13218,13244,56943,50098,-26
208,10.762,13609,13602,57113,49840,7
209,10.814,13538,13705,59221,49720,-167
210,10.866,13695,13214,59544,51000,481
211,10.918,14575,13432,60576,50285,1143
212,10.969,13825,13432,61495,50435,393
213,11.021,14573,13184,60929,49780,1389
214,11.073,14031,13044,59308,50441,987
215,11.125,13417,12977,57846,50165,440
216,11.176,14099,13602,58343,49888,497
217,11.228,13032,13232,59255,49948,-200
218,11.28,13511,13135,57488,50622,376
219,11.331,14134,12735,58168,50273,1399
220,11.383,13977,13184,58537,49972,793
221,11.435,13292,13281,60986,51073,11
222,11.487,13598,13099,59315,50128,499
223,11.538,14132,13420,57644,50134,712
224,11.59,13448,12917,59718,49762,531
225,11.642,13779,12789,58242,49677,990
226,11.694,13519,13262,61484,49774,257
227,11.745,12599,12880,58167,49810,-281
228,11.797,14152,13044,57803,50369,1108
229,11.849,13549,12880,57963,49948,669
230,11.901,14167,12692,57538,50261,1475
231,11.952,17158,13541,59282,50122,3617
232,12.004,15403,13038,59352,50351,2365
233,12.056,13962,13202,59299,49822,760
234,12.108,13998,13529,58560,50772,469
235,12.159,12795,13014,59363,50008,-219
236,12.211,13646,13014,58730,49816,632
237,12.263,13114,12917,59284,50309,197
238,12.315,14207,13366,56942,49701,841
239,12.366,13875,13299,58332,49972,576
240,12.418,13903,12899,59743,50706,1004
241,12.47,13507,12686,59660,50279,821
242,12.522,13371,12868,58849,50591,503
243,12.573,13073,13147,60206,50369,-74
244,12.625,13632,12977,57406,49503,655
245,12.677,14032,13050,57007,50435,982
246,12.729,14580,12771,55326,50435,1809
247,12.78,13561,12741,58263,50393,820
248,12.832,13322,13008,58206,49930,314
249,12.884,14746,12929,60354,49792,1817
250,12.935,13833,12662,58903,49720,1171
251,12.987,13889,12729,57730,50122,1160
252,13.039,13439,12662,59874,50146,777
253,13.091,13343,12705,58387,50062,638
254,13.142,13190,12692,58307,50056,498
255,13.194,13214,12456,56418,50676,758
256,13.246,13001,12601,58611,50321,400
257,13.298,13672,12553,59090,50273,1119
258,13.349,13485,12571,60583,50128,914
259,13.401,13240,12753,59321,49341,487
260,13.453,13727,12911,61425,50249,816
261,13.505,14795,13032,60556,49653,1763
262,13.556,13993,12874,58860,49936,1119
263,13.608,13528,12711,58435,49960,817
264,13.66,12460,12874,58771,50664,-414
265,13.712,14034,12765,60604,50086,1269
266,13.763,13748,13275,57812,50152,473
267,13.815,12879,12771,58696,50327,108
268,13.867,13852,12886,60415,50303,966
269,13.919,13289,12735,58857,50357,554
270,13.97,12816,12674,57136,50501,142
271,14.022,14049,12935,56895,49774,1114
272,14.074,13598,12729,59207,50423,869
273,14.126,12778,12347,58280,49713,431
274,14.177,12768,12753,58471,49798,15
275,14.229,13479,12826,58003,49822,653
276,14.281,13087,13020,58294,49485,67
277,14.333,13849,12862,57838,50754,987
278,14.384,12918,12504,57819,50435,414
279,14.436,12685,12541,58449,49275,144
280,14.488,14398,12735,55764,50201,1663
281,14.54,12908,12577,59116,50183,331
282,14.591,12367,12468,60190,50375,-101
283,14.643,13844,12880,57229,49798,964
284,14.695,13373,13099,58694,49876,274
285,14.746,12970,12474,59672,49701,496
286,14.798,13120,12941,58114,50074,179
287,14.85,12398,13244,58308,50351,-846
288,14.902,13124,12377,58295,50237,747
289,14.953,13961,13093,58962,49816,868
290,15.005,12589,12899,59404,50610,-310
291,15.057,13067,12620,56405,50616,447
292,15.109,13967,12977,58368,49503,990
293,15.16,13336,12674,60317,50351,662
294,15.212,12022,12553,57261,49876,-531
295,15.264,13051,12583,56408,50555,468
296,15.316,13486,12359,58068,49744,1127
297,15.367,12612,12656,58802,50273,-44
298,15.419,12487,12941,57080,50092,-454
299,15.471,11991,12553,58283,49936,-562
300,15.523,12405,12365,60340,50110,40
301,15.574,13865,12620,56619,50261,1245
302,15.626,12489,12335,58048,50658,154
303,15.678,13051,12729,57260,49966,322
304,15.73,13059,12025,60372,49948,1034
305,15.781,13415,12244,57147,49677,1171
306,15.833,15065,12529,58558,49870,2536
307,15.885,12445,12662,58648,50171,-217
308,15.937,12461,12783,60154,50718,-322
309,15.988,12891,12680,57928,49948,211
310,16.04,12660,12893,56274,50195,-233
311,16.092,13656,12511,59396,50158,1145
312,16.144,11673,12650,58143,50231,-977
313,16.195,12834,12632,58577,49960,202
314,16.247,12555,12013,56700,49545,542
315,16.299,12544,12383,57091,49317,161
316,16.35,13716,12498,61052,50146,1218
317,16.402,13228,12632,60130,49996,596
318,16.454,13261,12577,57695,50363,684
319,16.506,12850,12880,58533,50080,-30
320,16.557,13652,12589,56847,49473,1063
321,16.609,13001,12759,56978,50002,242
322,16.661,14554,12274,58418,49828,2280
323,16.713,13003,12450,57248,49966,553
324,16.764,12006,12565,57048,49653,-559
325,16.816,12378,12329,57456,50195,49
326,16.868,13724,11922,56057,50297,1802
327,16.92,12618,12371,59287,49858,247
328,16.971,12771,12389,58313,50411,382
329,17.023,13217,12280,57850,49738,937
330,17.075,14060,12504,57332,50243,1556
331,17.127,12785,12638,60964,50495,147
332,17.178,13125,12141,57552,50465,984
333,17.23,12951,12244,58794,50291,707
334,17.282,13719,12547,57535,50519,1172
335,17.334,13011,12347,59547,49924,664
336,17.385,12623,12110,56426,50309,513
337,17.437,13115,11989,59249,49695,1126
338,17.489,12375,12280,57608,50694,95
339,17.541,12107,12517,59041,50110,-410
340,17.592,13106,12159,57577,49948,947
341,17.644,13377,12056,56398,50183,1321
342,17.696,14110,12177,56784,50513,1933
343,17.748,13113,12583,57138,50417,530
344,17.799,13212,12262,58618,50080,950
345,17.851,13892,12474,59616,50682,1418
346,17.903,14054,12316,58315,50050,1738
347,17.954,12264,12789,58229,49762,-525
348,18.006,13307,12359,58443,49996,948
349,18.058,12325,12680,57057,50724,-355
350,18.11,11844,12674,55492,49172,-830
351,18.161,12456,12420,57572,49689,36
352,18.213,12848,12225,58625,49876,623
353,18.265,14285,12195,58843,50315,2090
354,18.317,13541,12523,58208,49840,1018
355,18.368,12848,12323,57052,50507,525
356,18.42,12190,12195,56523,49990,-5
357,18.472,12618,12031,59778,49707,587
358,18.524,12646,12323,57839,50399,323
359,18.575,12800,12244,60914,49804,556
360,18.627,13421,12286,57651,50255,1135
361,18.679,12491,11789,59468,50381,702
362,18.731,12651,12050,58193,50459,601
363,18.782,12859,12159,58088,50321,700
364,18.834,15017,12407,57743,50183,2610
365,18.886,15143,12614,59433,50531,2529
366,18.938,15478,12456,59333,50008,3022
367,18.989,15763,12401,60629,50207,3362
368,19.041,15485,12789,60782,50982,2696
369,19.093,15871,13002,58064,49822,2869
370,19.145,13047,12219,58148,50261,828
371,19.196,13364,11995,58433,49948,1369
372,19.248,15054,12517,60244,49545,2537
373,19.3,15004,12529,57014,50555,2475
374,19.352,14562,12019,59019,50435,2543
375,19.403,13707,12159,58037,50315,1548
376,19.455,13345,12456,58464,50092,889
377,19.507,13931,12135,58288,49792,1796
378,19.558,13397,12432,59701,49455,965
379,19.61,12995,12092,58987,49744,903
380,19.662,12691,12341,57688,50038,350
381,19.714,13262,12116,58708,50201,1146
382,19.765,13194,12013,58228,49695,1181
383,19.817,12873,11837,57124,50002,1036
384,19.869,13034,12353,56485,50567,681
385,19.921,13083,12444,59490,49960,639
386,19.972,13593,12159,57182,49924,1434
387,20.024,12751,12038,61181,50062,713
388,20.076,13262,11874,57983,50225,1388
389,20.128,13968,11910,57350,50002,2058
390,20.179,13533,12122,56681,49936,1411
391,20.231,12835,12062,57973,50255,773
392,20.283,13769,12153,57878,49329,1616
393,20.335,14153,12207,58205,50573,1946
394,20.386,14607,12316,57636,50237,2291
395,20.438,13417,12189,58618,49870,1228
396,20.49,14331,12213,58255,49599,2118
397,20.542,13073,11989,58776,50032,1084
398,20.593,12780,11795,60342,50261,985
399,20.645,12065,11807,56678,50092,258
400,20.697,12441,11971,60159,49882,470
401,20.749,12498,12068,59931,50429,430
402,20.8,12641,11959,59011,50291,682
403,20.852,12372,11874,59667,50158,498
404,20.904,13639,12213,58777,49852,1426
405,20.956,15003,12122,57003,50315,2881
406,21.007,12639,12420,56512,50616,219
407,21.059,12829,12135,60751,49689,694
408,21.111,15674,12098,59330,50134,3576
409,21.162,14547,12395,58958,49948,2152
410,21.214,13437,12019,59988,50579,1418
411,21.266,15021,12195,57800,50363,2826
