frame,Time [s],CH1,BGND1,CH2,BGND2,intensity
0,0.0,18379,18819,38244,38213,-440
1,0.052,20375,19227,35996,38572,1148
2,0.103,17978,18989,37360,38700,-1011
3,0.155,20007,20171,39902,38158,-164
4,0.207,26685,20311,39204,38237,6374
5,0.259,21270,19830,39364,38663,1440
6,0.31,20256,20208,38932,38231,48
7,0.362,20162,20299,36153,38200,-137
8,0.414,18761,19769,38376,38359,-1008
9,0.466,18358,19812,39683,37999,-1454
10,0.517,32962,20701,37010,38097,12261
11,0.569,28748,20324,36572,38206,8424
12,0.621,21185,20110,38773,38255,1075
13,0.673,23485,19915,38516,38097,3570
14,0.724,19968,20586,37766,38298,-618
15,0.776,23846,20354,39169,38066,3492
16,0.828,24016,20701,37685,38548,3315
17,0.88,25531,20701,37698,37756,4830
18,0.931,22007,20220,36644,38219,1787
19,0.983,18583,19958,37774,38889,-1375
20,1.035,20291,19117,37209,37865,1174
21,1.087,20409,19562,37494,38584,847
22,1.138,18073,18386,36684,38097,-313
23,1.19,18120,19111,36474,38438,-991
24,1.242,19814,18539,36723,38657,1275
25,1.294,21568,19459,36511,38462,2109
26,1.345,20390,19197,36983,37823,1193
27,1.397,20394,19166,38344,38389,1228
28,1.449,17983,19337,37557,38188,-1354
29,1.501,18467,18648,38004,38487,-181
30,1.552,18170,18118,37930,37841,52
31,1.604,19226,18027,37602,38444,1199
32,1.656,18048,17582,37955,38048,466
33,1.707,18215,18313,36864,38255,-98
34,1.759,16347,18569,37298,38225,-2222
35,1.811,18981,19142,37711,37951,-161
36,1.863,22752,20208,39120,37433,2544
37,1.914,22088,20415,38425,38322,1673
38,1.966,18045,19733,37724,38237,-1688
39,2.018,20033,20348,39131,37926,-315
40,2.07,24159,20482,38142,38420,3677
41,2.121,19680,20287,38726,38548,-607
42,2.173,26872,20494,37471,38444,6378
43,2.225,21394,20537,37223,37987,857
44,2.277,22034,20311,38059,38176,1723
45,2.328,18777,19178,38562,38377,-401
46,2.38,18512,19940,38311,38596,-1428
47,2.432,19178,19848,37634,38152,-670
48,2.484,20882,19867,37779,38462,1015
49,2.535,19940,19264,39502,37835,676
50,2.587,22535,19922,38088,38024,2613
51,2.639,17067,19355,37142,37890,-2288
52,2.691,22327,19385,37975,37902,2942
53,2.742,18504,19629,37601,38749,-1125
54,2.794,18029,18764,39105,38018,-735
55,2.846,18094,18015,36916,38389,79
56,2.898,17702,19099,36944,38785,-1397
57,2.949,22605,19666,39583,38846,2939
58,3.001,19256,20025,39230,37299,-769
59,3.053,28627,19483,39724,38243,9144
60,3.105,23341,19672,36717,38615,3669
61,3.156,17956,19568,38414,38816,-1612
62,3.208,19776,19507,39012,38389,269
63,3.26,19891,20123,36955,38273,-232
64,3.311,23269,19245,36388,38578,4024
65,3.363,18977,18222,38891,38493,755
66,3.415,17034,18715,36613,38139,-1681
67,3.467,16670,18569,37095,37780,-1899
68,3.518,22098,18904,38185,38621,3194
69,3.57,19308,19020,37563,38730,288
70,3.622,19355,19002,38431,38334,353
71,3.674,18532,18703,38823,38456,-171
72,3.725,19680,17795,36503,38846,1885
73,3.777,17391,18021,36096,38590,-630
74,3.829,19249,18819,37538,38395,430
75,3.881,18444,18459,38504,38194,-15
76,3.932,19653,18782,39276,38718,871
77,3.984,19325,17844,38224,37798,1481
78,4.036,17772,18009,37976,38072,-237
79,4.088,16171,17564,37881,38602,-1393
80,4.139,17778,17820,37565,37999,-42
81,4.191,16738,17174,38385,38322,-436
82,4.243,17508,17028,36301,38676,480
83,4.295,16149,18167,37998,38176,-2018
84,4.346,16832,18210,38122,38505,-1378
85,4.398,17115,17753,37527,38669,-638
86,4.45,16533,17600,38019,37908,-1067
87,4.502,17246,17935,36248,37628,-689
88,4.553,15272,18021,37656,37896,-2749
89,4.605,17130,17217,35915,37731,-87
90,4.657,17185,17016,37592,38267,169
91,4.709,16454,17296,37326,38347,-842
92,4.76,17734,17972,37685,38097,-238
93,4.812,17382,17862,38950,38877,-480
94,4.864,18714,17942,40777,38231,772
95,4.915,18220,17716,39667,38627,504
96,4.967,15638,17661,37371,38420,-2023
97,5.019,19284,17838,37764,38146,1446
98,5.071,20450,17345,36918,37969,3105
99,5.122,18321,16900,37523,38133,1421
100,5.174,22899,17119,37286,38139,5780
101,5.226,16736,17399,38452,38663,-663
102,5.278,16601,17113,37159,38676,-512
103,5.329,20493,17887,38479,38292,2606
104,5.381,17589,17911,36155,37670,-322
105,5.433,17487,17552,37487,38164,-65
106,5.485,18225,17332,37918,38334,893
107,5.536,19324,17722,38902,38012,1602
108,5.588,18902,17631,37375,37981,1271
109,5.64,17875,17338,37632,38383,537
110,5.692,18907,17600,38837,38091,1307
111,5.743,16434,18027,38507,38365,-1593
112,5.795,19168,18368,37535,38401,800
113,5.847,20019,18740,39539,37926,1279
114,5.899,20225,18124,38825,38018,2101
115,5.95,19769,18435,38399,38657,1334
116,6.002,18800,18130,36606,38091,670
117,6.054,18525,18569,38949,37938,-44
118,6.106,19511,18386,39269,37963,1125
119,6.157,19787,17741,37694,37914,2046
120,6.209,22989,17838,39149,38322,5151
121,6.261,19918,18618,37643,38962,1300
122,6.313,21604,18612,37344,38590,2992
123,6.364,21311,19574,36454,37530,1737
124,6.416,19305,18734,38507,37896,571
125,6.468,17618,17600,36186,38535,18
126,6.519,20030,18435,37140,38834,1595
127,6.571,19787,17893,38344,37932,1894
128,6.623,19438,17942,37738,38066,1496
129,6.675,18782,17935,37565,37853,847
130,6.726,16246,17119,39991,38206,-873
131,6.778,17710,16662,38516,38450,1048
132,6.83,16297,16492,37299,38359,-195
133,6.882,17428,16705,38301,37847,723
134,6.933,24777,16967,37611,38273,7810
135,6.985,20977,18197,39523,38578,2780
136,7.037,22276,17637,37356,38535,4639
137,7.089,20771,17162,36395,38761,3609
138,7.14,20544,17387,37502,38602,3157
139,7.192,19607,17424,38619,38133,2183
140,7.244,16192,17204,38028,38615,-1012
141,7.296,15534,16815,37802,38481,-1281
142,7.347,17838,16565,38000,37683,1273
143,7.399,17151,17509,36626,38292,-358
144,7.451,16709,16626,36682,39029,83
145,7.503,17709,16997,37647,38548,712
146,7.554,16478,17180,38569,38213,-702
147,7.606,17000,17107,38829,38657,-107
148,7.658,17875,17826,36784,38298,49
149,7.71,17015,17399,37620,38182,-384
150,7.761,17489,17619,37245,38121,-130
151,7.813,19399,17801,38449,37707,1598
152,7.865,18218,17570,39256,38267,648
153,7.917,23862,17540,37241,37591,6322
154,7.968,21767,17722,37089,38018,4045
155,8.02,20443,17466,38206,38365,2977
156,8.072,16652,17777,35621,38432,-1125
157,8.123,16387,17875,37927,38066,-1488
158,8.175,22692,18727,37803,38115,3965
159,8.227,24077,17923,36033,38371,6154
160,8.279,23833,18630,36065,38054,5203
161,8.33,19044,18752,37445,38109,292
162,8.382,22924,17972,38139,37902,4952
163,8.434,16824,17722,36532,38072,-898
164,8.486,20176,18941,39258,38219,1235
165,8.537,18187,17485,39636,38036,702
166,8.589,16521,17546,38480,37518,-1025
167,8.641,16985,18033,39547,37804,-1048
168,8.693,16332,17911,36990,37926,-1579
169,8.744,19362,18417,38396,37926,945
170,8.796,17243,17942,37101,38005,-699
171,8.848,18814,18033,40406,37664,781
172,8.9,15540,17875,37931,37908,-2335
173,8.951,20305,17972,38290,38535,2333
174,9.003,17991,17881,38469,37945,110
175,9.055,20564,18088,37136,38383,2476
176,9.107,21795,17509,37214,38590,4286
177,9.158,20157,17929,35745,38353,2228
178,9.21,21260,17789,37937,38158,3471
179,9.262,20991,18228,37698,37676,2763
180,9.314,18606,17814,38941,37847,792
181,9.365,19027,17576,36794,38097,1451
182,9.417,23315,17917,36654,37871,5398
183,9.469,18649,19002,39623,37841,-353
184,9.521,18555,17966,37910,38566,589
185,9.572,18872,17509,38199,38115,1363
186,9.624,16980,17424,38388,38158,-444
187,9.676,19957,17911,38071,38085,2046
188,9.727,18004,17332,37718,38146,672
189,9.779,17731,16741,37587,38468,990
190,9.831,16662,16242,39413,37829,420
191,9.883,16084,16650,38850,38347,-566
192,9.934,16553,16029,38570,38280,524
