frame,Time [s],CH1,BGND1,CH2,BGND2,intensity
0,0.0,19557,17043,34871,35150,2514
1,0.052,18776,16564,34914,34934,2212
2,0.103,18520,15915,33125,34862,2605
3,0.155,18589,16394,34225,34982,2195
4,0.207,17843,16443,34561,34928,1400
5,0.259,22057,16036,34314,34525,6021
6,0.31,38097,15891,33952,35241,22206
7,0.362,44143,17103,34412,34928,27040
8,0.414,42202,18024,35438,34904,24178
9,0.466,43352,17485,35106,35229,25867
10,0.517,44545,16564,36968,34994,27981
11,0.569,37959,17043,34931,34609,20916
12,0.621,36628,17576,34499,34784,19052
13,0.673,36123,17012,35039,34627,19111
14,0.724,36518,16691,35670,34904,19827
15,0.776,37062,16582,35246,34946,20480
16,0.828,35137,17073,34005,35054,18064
17,0.88,32726,17127,35636,35175,15599
18,0.931,28576,16121,34444,34369,12455
19,0.983,28363,17073,36181,34982,11290
20,1.035,24514,17079,32923,34441,7435
21,1.087,27324,17400,34452,35102,9924
22,1.138,31367,17085,35652,34669,14282
23,1.19,26990,18212,34726,35036,8778
24,1.242,22215,16503,35856,34537,5712
25,1.294,26195,16200,33896,34435,9995
26,1.345,21871,16315,34819,35259,5556
27,1.397,22676,16352,34495,34525,6324
28,1.449,23458,16479,36451,34790,6979
29,1.501,27748,16406,33835,35259,11342
30,1.552,32501,16533,34065,34730,15968
31,1.604,22078,16691,36137,34868,5387
32,1.656,19822,16352,34533,34988,3470
33,1.707,20911,16818,32099,34651,4093
34,1.759,20484,16340,33930,35349,4144
35,1.811,19496,16461,35418,35331,3035
36,1.863,19141,16582,33585,35036,2559
37,1.914,20951,17115,33122,34687,3836
38,1.966,23238,16812,35816,35156,6426
39,2.018,20157,16285,34437,34543,3872
40,2.07,20717,16212,34117,34808,4505
41,2.121,21624,16879,34027,34621,4745
42,2.173,22199,16188,35044,34796,6011
43,2.225,20337,16461,33745,35469,3876
44,2.277,19759,16291,34197,34597,3468
45,2.328,18545,16146,33192,35301,2399
46,2.38,17927,15224,35712,34663,2703
47,2.432,19178,15679,34690,35162,3499
48,2.484,17947,16097,34281,35397,1850
49,2.535,19737,16115,33195,35265,3622
50,2.587,18171,16133,37128,35175,2038
51,2.639,20882,16067,34470,35114,4815
52,2.691,21023,16303,33782,35144,4720
53,2.742,18880,15455,34113,34832,3425
54,2.794,18125,15606,35068,35313,2519
55,2.846,18807,16297,33357,34802,2510
56,2.898,19647,15673,35557,34345,3974
57,2.949,18015,15824,36497,34970,2191
58,3.001,16552,15394,35427,34615,1158
59,3.053,18117,15740,34639,34970,2377
