frame,Time [s],CH1,BGND1,CH2,BGND2,intensity
0,0.0,7886,7786,16679,18455,100
1,0.052,9250,7702,17569,18696,1548
2,0.103,8001,7605,17611,18329,396
3,0.155,7414,7683,18240,18738,-269
4,0.207,8239,7447,18862,18575,792
5,0.259,7886,7544,17941,18293,342
6,0.31,8286,7465,18065,18383,821
7,0.362,8091,7568,17787,18569,523
8,0.414,8249,7538,19023,18407,711
9,0.466,7789,7586,17626,18629,203
10,0.517,8888,7592,18256,18563,1296
11,0.569,8014,7441,17785,18593,573
12,0.621,7609,7568,19358,18822,41
13,0.673,8391,7611,17464,18720,780
14,0.724,8149,7653,17331,18287,496
15,0.776,8360,7398,18449,18587,962
16,0.828,8200,7483,17876,18810,717
17,0.88,8205,7580,18068,18431,625
18,0.931,7473,7508,18835,18569,-35
19,0.983,8185,7538,18623,18690,647
20,1.035,8954,7696,18622,18726,1258
21,1.087,9379,7677,17787,18581,1702
22,1.138,8355,7429,18921,18726,926
23,1.19,9210,7501,17712,18780,1709
24,1.242,7731,7380,18793,18491,351
25,1.294,7994,7532,18533,18581,462
26,1.345,7746,7447,19804,18461,299
27,1.397,7563,7368,18994,18569,195
28,1.449,7885,7750,17349,19129,135
29,1.501,7767,7696,19283,18611,71
30,1.552,7963,7471,17811,18798,492
31,1.604,7740,7508,18903,18906,232
32,1.656,8479,7350,17593,18804,1129
33,1.707,8449,7580,18001,18828,869
34,1.759,8419,7562,17527,18714,857
35,1.811,8697,7380,18893,18581,1317
36,1.863,8669,7489,18219,18238,1180
37,1.914,7463,7562,17159,18780,-99
38,1.966,7773,7465,18423,18990,308
39,2.018,7682,7508,18668,18900,174
40,2.07,8654,7344,18395,18605,1310
41,2.121,7819,7410,17998,18389,409
42,2.173,9030,7441,17399,18702,1589
43,2.225,7888,7398,18612,18389,490
44,2.277,8531,7526,18508,18780,1005
45,2.328,9208,7520,16664,18208,1688
46,2.38,8541,7489,18799,18479,1052
47,2.432,7740,7417,18163,18684,323
48,2.484,8411,7720,19133,18491,691
49,2.535,8404,7665,17806,18329,739
50,2.587,7983,7483,18121,18714,500
51,2.639,8379,7465,18693,18762,914
52,2.691,8425,7471,16898,18479,954
53,2.742,7661,7471,17752,18611,190
54,2.794,8510,7241,18683,18443,1269
55,2.846,7944,7350,18110,18858,594
56,2.898,8951,7501,17940,18389,1450
57,2.949,8840,7441,18495,18918,1399
58,3.001,8253,7605,18177,18190,648
59,3.053,8574,7295,19604,18521,1279
60,3.105,8544,7332,17574,18509,1212
61,3.156,8255,7417,17988,18732,838
62,3.208,8177,7435,18049,18708,742
63,3.26,7154,7295,18082,18876,-141
64,3.311,7800,7380,17647,18551,420
65,3.363,8103,7404,18547,18744,699
66,3.415,7702,7538,17633,18437,164
67,3.467,7751,7404,19490,18539,347
68,3.518,8105,7410,16624,18503,695
69,3.57,7486,7301,17863,18419,185
70,3.622,8524,7150,18302,18509,1374
71,3.674,7890,7574,18358,18377,316
72,3.725,8241,7598,17618,18533,643
73,3.777,7751,7283,16968,18545,468
74,3.829,7796,7350,19975,18629,446
75,3.881,8106,7423,18894,19002,683
76,3.932,7640,7235,17543,18726,405
77,3.984,7677,7150,18568,18473,527
78,4.036,8065,7216,18765,18798,849
79,4.088,8073,7259,18989,18635,814
80,4.139,7354,7247,18495,18641,107
81,4.191,7536,7229,18742,18461,307
82,4.243,8149,7392,19374,18503,757
83,4.295,8116,7150,17891,18888,966
84,4.346,7782,7216,18070,18768,566
85,4.398,7751,7283,18304,18720,468
86,4.45,7423,7168,18535,18515,255
87,4.502,7382,7101,17726,18425,281
88,4.553,7266,7229,17780,18545,37
89,4.605,7885,7441,18253,18954,444
90,4.657,7647,7132,16915,18575,515
91,4.709,7944,7307,17546,18678,637
92,4.76,7553,7180,18499,18738,373
93,4.812,7349,7410,19316,19075,-61
94,4.864,8037,7326,18176,18383,711
95,4.915,7647,7350,18428,18780,297
96,4.967,7583,7198,19502,18353,385
