frame,Time [s],CH1,BGND1,CH2,BGND2,intensity
0,0.0,8122,7981,17563,16566,141
1,0.052,8415,7792,18368,16757,623
2,0.103,7857,8048,17148,16721,-191
3,0.155,8109,7792,16212,16655,317
4,0.207,8349,7896,17225,16781,453
5,0.259,7982,7829,15899,16691,153
6,0.31,7363,7883,16595,16685,-520
7,0.362,7543,7841,16643,16721,-298
8,0.414,7347,7780,16909,16655,-433
9,0.466,7494,7975,15961,16691,-481
10,0.517,7761,7829,16769,16590,-68
11,0.569,8418,7902,16426,16948,516
12,0.621,7398,7816,16523,16972,-418
13,0.673,7532,7889,15798,16649,-357
14,0.724,7442,7816,16344,16757,-374
15,0.776,7874,7548,17737,16811,326
16,0.828,8017,7987,15133,16572,30
17,0.88,7570,8036,16808,16602,-466
18,0.931,7584,7841,16618,16715,-257
19,0.983,8140,7725,16707,17013,415
20,1.035,7897,7713,17171,16542,184
21,1.087,8258,7780,17572,16763,478
22,1.138,8331,7987,16719,16554,344
23,1.19,7315,7889,16238,16870,-574
24,1.242,8238,7847,17321,16661,391
25,1.294,7688,7987,15580,16626,-299
26,1.345,7903,7725,16006,17121,178
27,1.397,7709,7731,17002,16512,-22
28,1.449,7922,7749,15889,16697,173
29,1.501,7818,7749,16920,16846,69
30,1.552,7617,7944,16222,16554,-327
31,1.604,7691,7761,16459,17091,-70
32,1.656,7975,7646,15876,16799,329
33,1.707,7957,7816,16484,16673,141
34,1.759,6725,7627,16094,16685,-902
35,1.811,7438,7780,15978,16751,-342
36,1.863,7462,7640,16119,16679,-178
37,1.914,7261,7579,16613,16411,-318
38,1.966,7584,7500,16652,16817,84
39,2.018,7301,7731,17301,16775,-430
40,2.07,7575,7725,15847,16828,-150
41,2.121,8174,7786,17318,16805,388
42,2.173,6951,7658,16634,16602,-707
43,2.225,7798,7567,15645,16620,231
44,2.277,7845,7822,16759,16930,23
45,2.328,7742,7646,15979,16697,96
46,2.38,7639,7463,17178,16840,176
47,2.432,7903,7451,17426,16840,452
48,2.484,7194,7530,18165,16745,-336
49,2.535,7945,7634,16688,16345,311
50,2.587,8083,7749,17104,16649,334
51,2.639,8064,7707,17144,17091,357
52,2.691,7535,7713,16603,16727,-178
53,2.742,7346,7676,16131,16936,-330
54,2.794,7109,7634,16546,16864,-525
55,2.846,7103,7524,16596,16757,-421
56,2.898,7650,7573,17109,16966,77
57,2.949,7580,7420,16850,16524,160
58,3.001,7165,7737,16956,16679,-572
59,3.053,7293,7670,16322,16697,-377
60,3.105,7823,7469,16869,16554,354
61,3.156,7450,7896,17136,16721,-446
62,3.208,7617,7634,16987,16679,-17
63,3.26,7414,7743,17326,16602,-329
64,3.311,7003,7414,16973,16846,-411
65,3.363,7213,7652,17562,16805,-439
66,3.415,7627,7725,16158,16936,-98
67,3.467,7810,7761,16751,16948,49
68,3.518,6958,7530,18640,16608,-572
69,3.57,7545,7676,15753,16876,-131
70,3.622,7293,7487,15964,16703,-194
71,3.674,6893,7524,18146,16822,-631
72,3.725,7307,7439,16332,16500,-132
73,3.777,7287,7378,17117,16572,-91
74,3.829,7423,7457,16442,16679,-34
75,3.881,7080,7579,15792,16930,-499
76,3.932,7354,7457,16252,16494,-103
77,3.984,7084,7554,16491,16894,-470
78,4.036,7172,7268,16118,16906,-96
79,4.088,7195,7463,15843,16739,-268
80,4.139,7738,7365,16172,16721,373
81,4.191,7552,7433,16652,16936,119
82,4.243,7857,7353,16037,16703,504
83,4.295,7221,7481,16880,16948,-260
84,4.346,7647,7524,17210,16661,123
85,4.398,7430,7548,16250,16608,-118
86,4.45,7847,7487,17875,17055,360
87,4.502,7434,7298,16795,16626,136
88,4.553,7734,7378,16554,16846,356
89,4.605,7705,7603,16415,16930,102
90,4.657,7563,7317,15659,17049,246
91,4.709,7589,7396,16903,16912,193
92,4.76,7277,7500,15738,16990,-223
93,4.812,7543,7615,16057,16846,-72
94,4.864,7430,7701,16911,16894,-271
95,4.915,8268,7573,18324,16578,695
96,4.967,7403,7500,16743,16769,-97
97,5.019,7299,7171,16642,16715,128
98,5.071,7621,7353,17351,17276,268
99,5.122,6873,7500,15859,16661,-627
100,5.174,7811,7621,17116,17186,190
101,5.226,7018,7439,16415,16948,-421
102,5.278,7471,7713,16438,16667,-242
103,5.329,7008,7439,16942,16924,-431
104,5.381,6935,7408,16781,16572,-473
105,5.433,7623,7634,16242,17073,-11
106,5.485,7312,7573,16097,16566,-261
107,5.536,7776,7408,17775,16858,368
108,5.588,7538,7390,16636,16703,148
109,5.64,6946,7500,16497,17210,-554
110,5.692,6850,7207,16351,17002,-357
111,5.743,7088,7219,17272,16781,-131
112,5.795,7066,7341,17189,16978,-275
113,5.847,7780,7475,16403,16817,305
114,5.899,7481,7426,17130,16739,55
115,5.95,8157,7469,15631,16924,688
116,6.002,7175,7500,15536,16888,-325
117,6.054,7425,7384,16216,16900,41
118,6.106,7770,7439,17843,16805,331
119,6.157,7613,7433,17041,16661,180
120,6.209,7190,7518,15823,16996,-328
121,6.261,7221,7518,16520,16930,-297
122,6.313,7322,7457,16139,16984,-135
123,6.364,6926,7560,17487,17007,-634
124,6.416,7479,7560,16504,16852,-81
125,6.468,7140,7524,16180,17175,-384
126,6.519,6584,7329,17121,17067,-745
127,6.571,7332,7353,15731,17049,-21
128,6.623,7336,7469,15502,16614,-133
129,6.675,7262,7457,16412,17163,-195
130,6.726,7646,7426,16670,17002,220
131,6.778,7125,7262,16759,16840,-137
132,6.83,7524,7213,16862,16685,311
133,6.882,7278,7195,17389,16363,83
134,6.933,6893,7250,15869,16972,-357
135,6.985,7042,7433,16544,16661,-391
136,7.037,7147,7311,16936,17085,-164
137,7.089,7452,7439,16365,16948,13
138,7.14,7519,7396,16536,16727,123
139,7.192,7226,7262,16508,16751,-36
140,7.244,7342,7396,15677,17055,-54
141,7.296,7302,7426,15556,16966,-124
142,7.347,7829,7116,16367,17013,713
143,7.399,7478,7420,17046,16787,58
144,7.451,7015,7396,16517,16984,-381
145,7.503,7441,7457,16930,16727,-16
146,7.554,8278,7408,16255,16900,870
147,7.606,6945,7390,18364,16691,-445
148,7.658,7081,7280,16463,16620,-199
149,7.71,7158,7384,17628,16870,-226
150,7.761,7076,7329,16173,17145,-253
151,7.813,7163,7128,17560,16864,35
152,7.865,7483,7457,16835,16960,26
153,7.917,6926,7420,16488,16679,-494
154,7.968,7265,7396,17071,16637,-131
155,8.02,7100,7298,17583,16960,-198
156,8.072,7017,7347,18176,16948,-330
157,8.123,7037,7146,17084,16978,-109
158,8.175,7848,7213,16290,16822,635
159,8.227,7130,7439,17512,17055,-309
160,8.279,7381,7414,16649,16948,-33
161,8.33,7472,7274,16783,17067,198
162,8.382,6832,7567,16555,16799,-735
163,8.434,7322,7195,16581,16769,127
164,8.486,6899,7225,16373,16763,-326
165,8.537,7508,7731,16019,16978,-223
166,8.589,7628,7384,16509,16661,244
167,8.641,7040,7372,16837,16769,-332
168,8.693,8365,7280,15361,16518,1085
169,8.744,7222,7390,18512,17002,-168
170,8.796,7334,7475,18692,16966,-141
171,8.848,7684,7652,16663,16990,32
172,8.9,10225,7652,16364,16763,2573
173,8.951,11921,7701,16032,16924,4220
174,9.003,11932,7536,17933,16632,4396
175,9.055,11099,7713,17074,16972,3386
176,9.107,10556,7451,16458,17037,3105
177,9.158,10148,7816,17009,17025,2332
178,9.21,10347,7573,16763,16846,2774
179,9.262,10388,7719,16934,17031,2669
180,9.314,10872,7487,16977,16948,3385
181,9.365,9888,7298,16871,16894,2590
182,9.417,10895,7402,16099,16936,3493
183,9.469,12623,7481,16270,16972,5142
184,9.521,11172,7323,16243,16781,3849
185,9.572,11762,7305,17556,17318,4457
186,9.624,11615,7390,16495,17097,4225
187,9.676,12656,7219,17698,16864,5437
188,9.727,11665,7500,15805,16906,4165
189,9.779,10853,7408,16294,16870,3445
190,9.831,11129,7280,16249,16972,3849
191,9.883,11109,7524,17029,16912,3585
192,9.934,11059,7365,16231,16870,3694
193,9.986,11388,7365,17324,16876,4023
194,10.038,10642,7140,16226,17019,3502
195,10.09,11649,7256,17559,16960,4393
196,10.141,11312,7207,16286,16739,4105
197,10.193,11400,7274,16579,17103,4126
198,10.245,11569,7207,15919,17109,4362
199,10.297,12105,7298,16292,16882,4807
200,10.348,12164,7146,16922,16858,5018
201,10.4,12130,7402,18092,16966,4728
202,10.452,10768,7347,17781,16990,3421
203,10.504,11852,7231,16834,17037,4621
204,10.555,11538,7347,17150,16679,4191
205,10.607,11518,7384,17352,16703,4134
206,10.659,11099,7347,17167,16817,3752
207,10.711,11215,7298,16418,16578,3917
208,10.762,10941,7286,15815,17306,3655
209,10.814,11712,7323,17504,17228,4389
210,10.866,11726,7353,16382,16649,4373
211,10.918,9948,7225,16012,16918,2723
212,10.969,10893,7372,16541,16966,3521
213,11.021,11327,7189,17580,17067,4138
214,11.073,11289,6982,17354,16852,4307
215,11.125,10585,7116,16376,16870,3469
216,11.176,9862,7378,16497,17002,2484
217,11.228,9752,7146,17495,16912,2606
218,11.28,10717,7384,16573,16942,3333
219,11.331,11838,7402,17053,16882,4436
220,11.383,10696,7256,16398,16763,3440
221,11.435,11583,7311,16765,16805,4272
222,11.487,11729,7225,15909,16840,4504
223,11.538,11174,7256,16648,16811,3918
224,11.59,11167,7256,16378,17222,3911
225,11.642,12461,7055,16166,16715,5406
226,11.694,11567,7171,17503,16721,4396
227,11.745,7237,7097,18119,16942,140
228,11.797,8091,7268,16160,17127,823
229,11.849,6964,7341,16094,16882,-377
230,11.901,6667,7280,16412,16793,-613
231,11.952,7287,7061,16424,16996,226
232,12.004,6825,7195,17251,16870,-370
233,12.056,7242,7122,16926,16906,120
