frame,Time [s],CH1,BGND1,CH2,BGND2,intensity
0,0.0,24102,23755,59345,59173,347
1,0.052,26132,24502,60402,58887,1630
2,0.103,28564,25272,57043,58406,3292
3,0.155,38759,25102,60133,59349,13657
4,0.207,27495,25181,59188,58491,2314
5,0.259,28090,24411,57484,59075,3679
6,0.31,25835,23822,57446,59569,2013
7,0.362,25719,23288,58792,58631,2431
8,0.414,30176,23846,58312,59319,6330
9,0.466,25745,23864,56500,58509,1881
10,0.517,28457,24174,58835,58053,4283
11,0.569,28963,24465,57291,58461,4498
12,0.621,21598,22208,58142,59021,-610
13,0.673,27421,22378,57545,58619,5043
14,0.724,25086,22402,60114,59660,2684
15,0.776,25400,22748,58489,58607,2652
16,0.828,23980,22991,58850,59124,989
17,0.88,27330,22590,60907,59581,4740
18,0.931,25130,22693,59303,58674,2437
19,0.983,20450,20934,59175,58966,-484
20,1.035,21469,21789,58519,59623,-320
21,1.087,20278,21989,58888,58661,-1711
22,1.138,29589,22748,59168,58461,6841
23,1.19,29474,22754,58574,58211,6720
24,1.242,27244,22833,57290,58771,4411
25,1.294,23121,22511,57015,58826,610
26,1.345,24982,21601,57447,58491,3381
27,1.397,26352,22639,59904,59514,3713
28,1.449,25963,21516,60600,58509,4447
29,1.501,22078,21267,58525,59088,811
30,1.552,21745,20448,60500,59069,1297
31,1.604,23548,20503,59473,59240,3045
32,1.656,22972,21286,60543,59727,1686
33,1.707,23140,21389,59417,59197,1751
34,1.759,23861,22347,56795,58899,1514
35,1.811,21595,22226,58344,58607,-631
36,1.863,20918,21079,57223,58649,-161
37,1.914,26844,20515,58482,59033,6329
38,1.966,26826,21935,55686,59033,4891
39,2.018,22002,21977,59898,59709,25
40,2.07,21432,20175,57435,58570,1257
41,2.121,21147,21267,58093,58747,-120
42,2.173,22250,20412,56373,58674,1838
43,2.225,22310,20824,60430,59167,1486
44,2.277,24725,21929,59294,58528,2796
45,2.328,19712,21219,59577,58698,-1507
46,2.38,21820,20855,58548,58601,965
47,2.432,27175,21723,59231,58832,5452
48,2.484,22961,21977,58195,58990,984
49,2.535,25296,21583,58852,58034,3713
50,2.587,23410,22803,59131,58808,607
51,2.639,25087,23173,59324,58875,1914
52,2.691,26316,22833,58713,57803,3483
53,2.742,25042,22074,58965,58357,2968
54,2.794,23519,22050,56402,58333,1469
55,2.846,28751,22414,62732,59112,6337
56,2.898,30394,21607,59958,57846,8787
57,2.949,26083,21134,58508,58266,4949
58,3.001,27460,22014,56036,58747,5446
59,3.053,23808,21874,58514,58899,1934
60,3.105,20304,20964,59270,58339,-660
61,3.156,25302,20503,60786,58716,4799
62,3.208,23365,20812,60118,58540,2553
63,3.26,22046,20491,58925,59751,1555
64,3.311,24302,20430,59828,59161,3872
65,3.363,23580,21280,57911,58552,2300
66,3.415,24595,20206,58108,58698,4389
67,3.467,27616,22366,59651,58661,5250
68,3.518,27562,22184,57873,58625,5378
69,3.57,25159,22232,62546,59130,2927
70,3.622,23535,22123,60116,58521,1412
71,3.674,30959,21292,59178,59288,9667
72,3.725,25892,20388,57852,57383,5504
73,3.777,21799,20570,59813,59234,1229
74,3.829,27724,20806,58409,58247,6918
75,3.881,25869,20309,59327,58643,5560
76,3.932,25364,21783,59430,58887,3581
77,3.984,22522,20879,58925,58381,1643
78,4.036,21683,19338,58031,58040,2345
79,4.088,19956,20460,56939,58619,-504
80,4.139,19747,20897,62391,58497,-1150
81,4.191,22010,20375,61068,58132,1635
82,4.243,26175,21826,58877,58564,4349
83,4.295,22772,20964,57317,58138,1808
84,4.346,21316,20224,57890,58844,1092
85,4.398,24719,20600,60149,58351,4119
86,4.45,23016,20582,57408,58284,2434
87,4.502,20731,20485,60206,58631,246
88,4.553,21294,20679,58561,58266,615
89,4.605,22852,20551,59500,58734,2301
90,4.657,24549,20102,58873,58552,4447
91,4.709,22501,20994,59264,58747,1507
92,4.76,21220,20509,57591,59063,711
93,4.812,24429,20048,58070,58728,4381
94,4.864,22166,20582,60007,58905,1584
95,4.915,24645,20721,58775,58680,3924
96,4.967,22151,19872,60198,58430,2279
97,5.019,19032,18677,58239,58680,355
98,5.071,19532,19223,62717,58875,309
99,5.122,21063,19392,60153,58491,1671
100,5.174,21946,18598,60738,58211,3348
101,5.226,21860,19568,60052,58753,2292
102,5.278,23853,20351,60062,58844,3502
103,5.329,23037,20193,55883,58753,2844
104,5.381,25453,19738,57362,58278,5715
105,5.433,27812,20382,58754,59435,7430
106,5.485,24905,20618,58755,58047,4287
107,5.536,22044,19283,56699,58710,2761
108,5.588,20178,18604,59297,58777,1574
109,5.64,22386,19908,58774,58966,2478
110,5.692,22484,20406,61168,58972,2078
111,5.743,23009,19866,60245,58406,3143
112,5.795,20038,19769,59066,59124,269
113,5.847,21126,19077,60743,58789,2049
114,5.899,18638,17839,58846,58333,799
115,5.95,20204,18774,56075,58418,1430
116,6.002,20598,19186,59665,58698,1412
117,6.054,21145,20345,59675,58497,800
118,6.106,22160,19550,56995,58917,2610
119,6.157,23006,19308,59740,58814,3698
120,6.209,20622,18974,55083,58795,1648
121,6.261,18195,18458,60436,58339,-263
122,6.313,19660,20090,57302,58935,-430
123,6.364,19742,19289,58140,58065,453
124,6.416,22713,19301,60432,58674,3412
125,6.468,22446,19617,59978,58996,2829
126,6.519,20421,18810,59896,58394,1611
127,6.571,18654,19471,60417,58887,-817
128,6.623,20139,18531,58814,58546,1608
129,6.675,29670,18852,59624,58570,10818
130,6.726,20476,19138,58606,58479,1338
131,6.778,18239,17954,58245,58856,285
132,6.83,21487,18737,59367,58643,2750
133,6.882,18951,18124,59247,58686,827
134,6.933,19668,18422,57670,58954,1246
135,6.985,17839,18203,59759,58826,-364
136,7.037,20556,18786,58146,58862,1770
137,7.089,20071,18264,59548,58314,1807
138,7.14,18576,18173,59843,57480,403
139,7.192,17877,18076,57523,58296,-199
140,7.244,19564,18112,59496,58454,1452
141,7.296,20841,17900,58889,58454,2941
142,7.347,19935,18234,59111,58905,1701
143,7.399,19362,18136,59114,58162,1226
144,7.451,22392,17882,57990,58698,4510
145,7.503,22975,18361,59930,59441,4614
146,7.554,22253,18780,57579,58418,3473
147,7.606,18650,18312,60791,58911,338
148,7.658,24240,19374,60966,59057,4866
149,7.71,25648,18822,60110,58187,6826
150,7.761,21326,18998,58477,59002,2328
151,7.813,19798,19951,58421,58564,-153
152,7.865,23074,19647,57326,58649,3427
153,7.917,19863,19186,59084,59179,677
154,7.968,22922,19920,57550,58278,3002
155,8.02,24812,20218,59209,59410,4594
156,8.072,20392,19866,59483,58625,526
157,8.123,20525,20175,60072,58570,350
158,8.175,23009,19332,58474,59002,3677
159,8.227,27838,20297,58482,58795,7541
160,8.279,29607,20746,57463,58540,8861
161,8.33,27651,18877,57622,58625,8774
162,8.382,31006,20466,58392,59428,10540
163,8.434,20571,20169,61922,58674,402
164,8.486,24132,19526,58663,58187,4606
165,8.537,18040,18834,58775,58369,-794
166,8.589,18334,18737,59449,58692,-403
167,8.641,20698,19016,59483,59148,1682
168,8.693,20126,19186,59018,59337,940
169,8.744,18880,19684,59036,58564,-804
170,8.796,20035,19247,60068,57931,788
171,8.848,20575,18355,57271,58120,2220
172,8.9,18870,18161,56800,58655,709
173,8.951,17526,18707,60406,58351,-1181
174,9.003,20324,19107,59167,58016,1217
175,9.055,19424,18677,57571,59191,747
176,9.107,18944,19235,55886,58369,-291
177,9.158,18929,19010,59441,59136,-81
178,9.21,16066,18234,59036,58722,-2168
179,9.262,20395,17815,57674,59027,2580
180,9.314,20144,17402,55894,58893,2742
181,9.365,23336,18677,57810,58649,4659
182,9.417,22845,18816,60845,58716,4029
183,9.469,17969,18513,58463,58990,-544
184,9.521,17501,18009,59644,58467,-508
185,9.572,18494,18058,59770,58777,436
186,9.624,17379,17469,58690,59148,-90
187,9.676,17537,18052,58383,58308,-515
188,9.727,18219,18058,59371,59386,161
189,9.779,16587,17772,58865,59745,-1185
190,9.831,17328,17815,59725,59380,-487
191,9.883,20079,18215,58893,59270,1864
192,9.934,19957,19301,59145,59130,656
193,9.986,18859,19277,58116,58716,-418
194,10.038,21260,20363,59616,58448,897
195,10.09,21988,20017,58029,58692,1971
196,10.141,21002,20078,58787,58661,924
197,10.193,27274,19987,57649,58479,7287
198,10.245,22635,19520,56865,58558,3115
199,10.297,18872,18537,57787,58065,335
200,10.348,19034,18683,57970,58138,351
201,10.4,18888,18701,56528,58661,187
202,10.452,17978,18246,60354,59282,-268
203,10.504,17043,17961,57695,59130,-918
204,10.555,18742,18270,60322,59495,472
205,10.607,17183,17961,59608,59495,-778
206,10.659,16570,18252,57752,59203,-1682
207,10.711,18559,18143,59497,58868,416
208,10.762,18927,18021,60188,58801,906
209,10.814,17925,18221,56158,59027,-296
210,10.866,18436,17961,60091,59295,475
211,10.918,18964,18877,57333,59270,87
212,10.969,19093,18385,60895,59386,708
213,11.021,20394,17348,57439,58747,3046
214,11.073,17559,17633,56149,58728,-74
215,11.125,18892,17451,56611,58795,1441
216,11.176,18720,17700,58133,58674,1020
217,11.228,17327,17251,57978,58674,76
218,11.28,17274,18300,58678,59008,-1026
219,11.331,20686,18786,58787,58126,1900
220,11.383,19981,17469,58791,59215,2512
221,11.435,19228,18494,57769,58789,734
222,11.487,16387,18670,58081,58004,-2283
223,11.538,21985,18355,58159,58668,3630
224,11.59,21175,18598,59402,58083,2577
225,11.642,17499,17354,57024,58065,145
226,11.694,24658,18901,58448,58473,5757
227,11.745,18569,18695,58437,58868,-126
228,11.797,21503,19320,56495,58838,2183
229,11.849,17461,18446,55743,58631,-985
230,11.901,16651,18968,58958,59471,-2317
231,11.952,17803,18337,56294,58418,-534
232,12.004,21234,18616,59438,58613,2618
233,12.056,21004,18652,58690,58442,2352
234,12.108,22816,18640,56965,58978,4176
235,12.159,19642,18403,58593,58881,1239
236,12.211,26059,18325,58975,57998,7734
237,12.263,20126,17912,58201,59380,2214
238,12.315,24319,17967,58606,58875,6352
239,12.366,18381,17469,58885,59148,912
240,12.418,20103,17542,58076,59264,2561
241,12.47,18575,18519,56927,59593,56
242,12.522,17106,17900,57015,58594,-794
243,12.573,17384,17730,57002,58649,-346
244,12.625,18633,17706,59152,59489,927
245,12.677,18720,17336,57728,59696,1384
246,12.729,17559,16644,59274,58272,915
247,12.78,18472,16401,58912,59045,2071
248,12.832,17836,16541,57842,58576,1295
249,12.884,17441,17718,60824,58394,-277
250,12.935,18421,16814,58157,59337,1607
251,12.987,17313,16935,56999,59757,378
252,13.039,19344,17627,57577,59173,1717
253,13.091,20833,18070,59830,59069,2763
254,13.142,19293,18070,58215,58607,1223
255,13.194,31338,18027,58545,58935,13311
256,13.246,24942,17669,59493,59027,7273
257,13.298,20120,17329,59596,59520,2791
258,13.349,16334,16741,57360,58747,-407
259,13.401,16949,16971,58208,59362,-22
260,13.453,16269,16668,56966,59161,-399
261,13.505,16827,16510,61307,59617,317
262,13.556,17298,16796,59289,58923,502
263,13.608,16667,16717,57394,58698,-50
264,13.66,18225,16947,59864,59106,1278
265,13.712,16920,16771,59653,59763,149
266,13.763,18019,17851,60167,59410,168
267,13.815,28196,18840,58410,59368,9356
268,13.867,27026,17942,58836,58655,9084
269,13.919,34247,18355,59912,59325,15892
270,13.97,26070,17706,59821,58698,8364
271,14.022,17850,17214,58301,59295,636
272,14.074,17633,17184,60930,59386,449
273,14.126,19234,17141,57300,59222,2093
274,14.177,18739,16759,58432,60311,1980
275,14.229,24782,17475,60772,59276,7307
276,14.281,21627,17554,59607,59039,4073
277,14.333,16383,17396,57703,58923,-1013
278,14.384,16461,16565,58157,59173,-104
279,14.436,17250,16456,60152,58661,794
280,14.488,19156,17002,59541,58826,2154
281,14.54,24843,16990,58269,59258,7853
282,14.591,18317,18343,58625,58954,-26
283,14.643,17573,17190,60488,59197,383
284,14.695,18089,17487,56431,59502,602
285,14.746,19430,17815,56556,58996,1615
286,14.798,20424,18058,59506,58899,2366
287,14.85,19515,17675,59311,59386,1840
288,14.902,20212,17888,57609,58923,2324
289,14.953,18277,17445,57719,58576,832
290,15.005,17919,16990,58969,58503,929
291,15.057,17963,16577,59540,59234,1386
292,15.109,17176,16444,57782,59727,732
293,15.16,17924,16711,57958,58710,1213
294,15.212,18150,17050,59858,59155,1100
295,15.264,18708,17803,58043,59459,905
296,15.316,16983,16777,59085,58747,206
297,15.367,19400,17099,58308,59240,2301
298,15.419,16769,17129,58418,58978,-360
299,15.471,17056,17378,58134,58643,-322
