246,50.48,166.58,3206,801.49,0.38,-1,0,1,-2.39,1.01
248,49.48,166.45,3152,780.43,0.4,-1,0,1,-1.05,0.45
249,49.77,166.8,1292.35,0,2.03,-1,0,1,-2.55,0.66
250,50.42,166.68,3165.31,944.52,0.3,-1,0,1,0.42,0.45
251,50.01,166.5,2829.26,1111.3,0.44,-1,0,1,-1.68,0.22
252,49.86,166.34,3131.62,435.78,0.86,-1,0,1,-1.46,0.15
253,49.76,166.44,4324.36,1271.2,0.45,-1,0,1,-2.47,0.12
254,49.84,166.54,3580.4,766.86,0.85,-1,0,1,1.35,0.16
255,49.83,166.38,4329.27,183.52,0.88,-1,0,1,0.62,0.04
256,49.87,166.37,4216.19,658.28,0.77,-1,0,1,2.92,0.14
257,50.01,166.42,4558.82,1071.6,0.64,-1,0,1,-2.78,0.18
258,49.82,166.4,4521.26,936.78,0.67,-1,0,1,-2.57,0.11
259,49.92,166.45,4035.01,1164.8,0.6,-1,0,1,-2.63,0.08
260,49.88,166.38,4020.5,606.8,0.84,-1,0,1,-2.11,0.12
261,49.88,166.5,4012.87,837.65,0.78,-1,0,1,-1.6,0.09
262,49.96,166.45,4295.45,1003.08,0.74,-1,0,1,-2.61,0.11
263,49.91,166.36,4382.83,566.05,0.77,-1,0,1,2.08,0.09
264,49.91,166.45,4663.6,849.24,0.7,-1,0,1,-1.12,0.05
265,49.86,166.42,4355.8,1098.8,0.63,-1,0,1,-2.28,0.18
266,49.71,166.53,3109.01,1311.46,0.65,-1,0,1,-0.65,0.13
267,49.84,166.56,3044.48,869.82,0.84,-1,0,1,-0.83,0.13
268,49.95,166.51,2544.51,392.54,0.86,-1,0,1,2.85,0.31
269,50.05,166.22,2119.49,0,1.24,-1,0,1,2.47,0.59
270,50.04,166.81,1983.48,323.92,0.99,-1,0,1,2.94,0.39
271,49.8,166.5,2387.27,1095.03,0.55,-1,0,1,-1.44,0
272,49.81,166.51,2313.53,927.38,0.72,-1,0,1,1.64,0.17
273,49.93,166.4,2223.19,551.96,1.04,-1,0,1,3.03,0.26
274,50.09,166.6,2129.25,877.51,0.66,-1,0,1,-2.92,0.35
275,49.85,166.35,2460.51,0,1.27,-1,0,1,-2.8,0.42
276,50.07,166.71,1786.93,0,1.37,-1,0,1,-1.63,0.34
277,50,166.38,1625.49,823.52,0.79,-1,0,1,-0.83,0.37
278,49.64,166.48,5280,1213.75,0.37,-1,0,1,-2.23,0.13
279,49.58,166.59,4154,1101.99,0.34,-1,0,1,-1.4,0.48
280,50.05,166.5,1421.14,976.05,0.65,-1,0,1,3.06,0.23
281,50.05,166.27,2616.74,0,0.96,-1,0,1,2.42,0.68
282,50.12,166.94,1874.88,807.61,0.67,-1,0,1,2.08,0.73
283,49.58,166.44,4121.73,1204.01,0.35,-1,0,1,2.04,0.44
284,50,166.3,1442.92,864.24,0.79,-1,0,1,2.24,0.21
285,49.97,166.51,2220.52,901.26,0.62,-1,0,1,2.78,0.35
286,49.73,166.25,1868.34,785.14,0.67,-1,0,1,1.03,0.27
287,49.98,166.37,2691.74,0,1.05,-1,0,1,-3.01,0.42
288,50.01,166.79,1246.48,843.37,0.72,-1,0,1,-1.28,0.22
289,50.02,166.57,1787.6,627.18,0.78,-1,0,1,-2.96,0.28
290,49.75,166.47,4954,917.14,0.35,-1,0,1,-0.21,0.14
291,49.87,166.54,1376,638.93,0.94,-1,0,1,-3.12,0.13
292,50,166.59,2022.57,578.39,0.76,-1,0,1,-2.85,0.47
293,49.55,166.43,4284,1007.22,0.38,-1,0,1,-0.29,0.21
294,49.72,166.55,4740,1064,0.33,-1,0,1,2.82,0.19
295,49.91,166.62,2184.74,1079.28,0.5,-1,0,1,-1.86,0.11
296,49.79,166.61,1206.53,907.62,0.75,-1,0,1,2.71,0.14
297,49.83,166.75,2289.64,0,1.22,-1,0,1,1.94,0.06
298,49.79,166.7,2128.23,996.8,0.57,-1,0,1,-2.02,0.19
