frame,Time [s],CH1,BGND1,CH2,BGND2,intensity
0,0.0,36520,30364,43395,46553,6156
1,0.052,36624,31349,44491,46234,5275
2,0.103,35811,29637,43641,44806,6174
3,0.155,32057,29553,41757,45716,2504
4,0.207,31977,30460,41842,45077,1517
5,0.259,31801,28388,41832,44565,3413
6,0.31,33875,29769,41260,45366,4106
7,0.362,33052,30532,40752,45342,2520
8,0.414,34880,31865,45605,46794,3015
9,0.466,33630,32009,42065,45794,1621
10,0.517,36697,32015,45313,45252,4682
11,0.569,38414,29079,42425,46077,9335
12,0.621,33384,29091,44500,45119,4293
13,0.673,32675,29475,42517,45463,3200
14,0.724,36174,30472,40667,46421,5702
15,0.776,38117,29697,42094,44848,8420
16,0.828,32207,28580,43519,45885,3627
17,0.88,34449,29727,41802,45722,4722
18,0.931,36218,30658,41928,45625,5560
19,0.983,32207,30130,41954,44601,2077
20,1.035,35763,29175,43597,46343,6588
21,1.087,29560,28046,42191,46114,1514
22,1.138,29986,27205,42568,45577,2781
23,1.19,34494,28052,42539,45222,6442
24,1.242,29059,28754,43912,45023,305
25,1.294,28316,28946,44857,44848,-630
26,1.345,30717,29013,44710,44559,1704
27,1.397,32803,28544,42974,46017,4259
28,1.449,34822,28814,43093,44625,6008
29,1.501,28557,27890,44796,45686,667
30,1.552,29210,29253,43478,45860,-43
31,1.604,29440,27872,42690,46264,1568
32,1.656,29242,28394,43015,45866,848
33,1.707,34507,29349,41533,44366,5158
34,1.759,36476,28808,43463,44565,7668
35,1.811,34521,29247,44495,45469,5274
36,1.863,29519,27992,41686,45529,1527
37,1.914,26903,27079,43333,45427,-176
38,1.966,31547,26893,43110,46415,4654
39,2.018,28291,28388,44221,45065,-97
40,2.07,29642,28586,42533,45216,1056
41,2.121,33494,26827,42529,45601,6667
42,2.173,31270,27001,41799,45433,4269
43,2.225,34471,26610,43100,45878,7861
44,2.277,29301,26220,43461,45511,3081
45,2.328,31023,25643,44220,45210,5380
46,2.38,26177,27121,42709,45589,-944
47,2.432,26886,26977,43896,45897,-91
48,2.484,26909,26544,41582,45625,365
49,2.535,28583,26640,41412,46282,1943
50,2.587,28282,27439,43138,45396,843
51,2.639,26779,27343,44104,45662,-564
52,2.691,26712,26983,43811,44956,-271
53,2.742,28950,26052,44024,44969,2898
54,2.794,30262,26496,41816,46023,3766
55,2.846,26288,26334,42375,46192,-46
56,2.898,29497,27235,42775,45692,2262
57,2.949,26018,25812,42610,45619,206
58,3.001,25146,26262,43848,45698,-1116
59,3.053,24482,25319,42471,45921,-837
60,3.105,24208,26148,42287,44727,-1940
61,3.156,24198,25433,43775,46210,-1235
62,3.208,25827,26040,43998,45300,-213
63,3.26,24166,25571,42891,44999,-1405
64,3.311,27301,25037,44726,46764,2264
65,3.363,28675,25517,43045,45607,3158
