frame,Time [s],CH1,BGND1,CH2,BGND2,intensity
0,0.0,29196,26085,77901,65752,3111
1,0.052,28210,26055,76077,65849,2155
2,0.103,27084,25398,74875,66659,1686
3,0.155,29385,26013,76366,65963,3372
4,0.207,27965,26188,77288,66187,1777
5,0.259,35151,27573,75387,66913,7578
6,0.31,36531,27513,75828,65649,9018
7,0.362,31974,26832,75656,65613,5142
8,0.414,30897,26386,76770,66096,4511
9,0.466,29485,27368,77117,66489,2117
10,0.517,27544,26266,77375,65957,1278
11,0.569,32761,26302,73227,65734,6459
12,0.621,32946,27169,74795,65873,5777
13,0.673,29535,26712,74461,67312,2823
14,0.724,36634,26856,74709,67674,9778
15,0.776,33192,27712,78586,66338,5480
16,0.828,31736,26218,75760,66338,5518
17,0.88,27877,26175,77284,66689,1702
18,0.931,28392,27007,76426,67922,1385
19,0.983,33523,26929,76899,67819,6594
20,1.035,30209,26621,76693,67535,3588
21,1.087,32349,26326,79419,66465,6023
22,1.138,29618,26254,76789,67179,3364
23,1.19,29969,25712,76472,66677,4257
24,1.242,27454,27073,76880,67058,381
25,1.294,30938,26555,77372,66925,4383
26,1.345,28507,26832,76033,66507,1675
27,1.397,26440,26350,77442,67674,90
28,1.449,26357,25230,77916,67360,1127
29,1.501,25055,25254,75364,65262,-199
30,1.552,25174,25085,75347,66453,89
31,1.604,25343,24278,77642,65456,1065
32,1.656,28090,24314,74889,66852,3776
33,1.707,26223,24748,75728,66858,1475
34,1.759,28578,25073,77977,67293,3505
35,1.811,36893,26471,74609,64948,10422
36,1.863,31521,26230,76663,66532,5291
37,1.914,26410,25627,76894,65540,783
38,1.966,32586,26284,77268,65788,6302
39,2.018,32577,27350,75881,66804,5227
40,2.07,32091,27398,78194,66792,4693
41,2.121,34329,26037,77261,65214,8292
42,2.173,38408,26031,76095,65915,12377
43,2.225,35723,26645,76189,66356,9078
44,2.277,37637,25953,74731,65401,11684
45,2.328,38285,25428,74025,67076,12857
46,2.38,36386,25910,75767,67015,10476
47,2.432,41860,25519,76320,66858,16341
48,2.484,30753,25266,75797,66332,5487
49,2.535,30126,24001,74203,67420,6125
50,2.587,34084,24802,75914,66169,9282
51,2.639,30401,24820,79405,66507,5581
52,2.691,29991,25447,76797,66538,4544
53,2.742,31988,24639,75014,67179,7349
54,2.794,30305,25585,72293,66139,4720
55,2.846,26740,25537,73436,66665,1203
56,2.898,28656,25338,75390,67306,3318
57,2.949,29753,25151,76017,64518,4602
58,3.001,25580,25350,75783,66338,230
59,3.053,30573,25537,72237,64815,5036
60,3.105,28579,25941,75556,65443,2638
61,3.156,24272,24447,74232,65250,-175
62,3.208,26861,24260,74195,66211,2601
63,3.26,25582,23886,76923,66284,1696
64,3.311,25034,23844,74221,67372,1190
65,3.363,31981,24037,74750,65589,7944
66,3.415,25268,24200,75190,65510,1068
67,3.467,27845,25194,74207,64240,2651
68,3.518,30172,24314,76686,65552,5858
69,3.57,27813,24627,74139,66217,3186
70,3.622,30322,25260,75715,65298,5062
71,3.674,30131,25700,76156,65480,4431
72,3.725,28181,24874,75662,65849,3307
73,3.777,26649,24862,77388,66592,1787
74,3.829,34117,24603,72679,64349,9514
75,3.881,33261,24242,75280,67076,9019
76,3.932,31976,24639,73084,65298,7337
77,3.984,35069,24296,74063,66193,10773
78,4.036,33108,24175,73576,65558,8933
79,4.088,30550,24567,73579,64277,5983
80,4.139,31696,24109,74956,65171,7587
81,4.191,32469,24236,73493,65800,8233
82,4.243,32355,24447,74183,64936,7908
83,4.295,37261,24459,77367,66108,12802
84,4.346,30827,24886,76122,66465,5941
85,4.398,30667,23898,72938,65044,6769
86,4.45,31534,23712,74203,65256,7822
87,4.502,31683,25489,74353,65020,6194
88,4.553,31573,24784,71233,66036,6789
89,4.605,34291,25573,74775,65286,8718
90,4.657,35020,24706,74623,66072,10314
91,4.709,29330,23567,73710,66108,5763
92,4.76,29016,23181,73157,66356,5835
93,4.812,30430,24519,76706,66229,5911
94,4.864,31266,24212,74426,66090,7054
95,4.915,25728,24416,76146,65317,1312
96,4.967,28454,23091,76430,65818,5363
97,5.019,26448,23597,72449,65419,2851
98,5.071,25025,23555,73540,64240,1470
99,5.122,26684,23001,71643,65214,3683
100,5.174,25336,22681,74253,64851,2655
101,5.226,26460,23043,74284,66139,3417
102,5.278,27711,22693,73972,66096,5018
103,5.329,27182,22681,73828,65818,4501
104,5.381,26816,22513,74090,66223,4303
105,5.433,25868,22603,74158,64688,3265
106,5.485,32383,23187,75522,65625,9196
107,5.536,27947,22193,73657,64960,5754
108,5.588,21524,21404,75023,65057,120
109,5.64,23789,21483,71740,65818,2306
110,5.692,23405,21934,74226,65486,1471
111,5.743,23170,22874,73706,65232,296
112,5.795,21476,21627,74123,66012,-151
113,5.847,25805,22151,73148,66411,3654
114,5.899,26511,22946,75099,65323,3565
115,5.95,23393,22597,75508,66659,796
116,6.002,27217,23049,72849,66320,4168
117,6.054,25077,22386,71607,66338,2691
118,6.106,22718,21820,72997,65661,898
119,6.157,23069,21531,72867,64760,1538
120,6.209,22435,21434,75478,66121,1001
121,6.261,29932,21772,72808,66163,8160
122,6.313,24819,21597,75242,66193,3222
123,6.364,27897,21326,76513,65298,6571
124,6.416,25303,21428,73837,65038,3875
125,6.468,26186,22579,74999,66586,3607
126,6.519,27758,22163,72784,66000,5595
127,6.571,27865,21525,75300,66054,6340
128,6.623,24837,22121,76855,65528,2716
129,6.675,25024,22657,76428,65129,2367
130,6.726,26082,21772,73146,65824,4310
131,6.778,25272,23760,75499,66284,1512
132,6.83,27070,22736,71027,65002,4334
133,6.882,26903,22019,75800,64881,4884
134,6.933,25080,21350,74532,64942,3730
135,6.985,26714,21983,75475,66175,4731
136,7.037,26035,21187,74762,65008,4848
137,7.089,27047,21832,77007,65873,5215
138,7.14,24616,21675,74073,66387,2941
139,7.192,23650,21958,71565,64525,1692
140,7.244,23594,21585,75620,65655,2009
141,7.296,23382,21856,74823,66235,1526
142,7.347,24597,21543,71577,65685,3054
143,7.399,23142,22115,75752,66223,1027
144,7.451,24283,22495,73057,65716,1788
145,7.503,24956,21958,76573,66532,2998
146,7.554,23998,20609,75565,65770,3389
147,7.606,27202,22826,76636,64875,4376
148,7.658,33524,22814,74007,66580,10710
149,7.71,26802,22922,75253,66157,3880
150,7.761,23769,21055,75391,66139,2714
151,7.813,24777,21404,72669,65486,3373
152,7.865,27654,22850,75926,65637,4804
153,7.917,25152,22507,76171,67493,2645
154,7.968,24327,22362,73319,65395,1965
155,8.02,26866,22115,75345,64724,4751
156,8.072,24480,22224,74293,64730,2256
157,8.123,25434,21940,75497,65419,3494
158,8.175,23621,21850,76305,66477,1771
159,8.227,25261,22224,74118,63841,3037
160,8.279,28818,22971,74066,64730,5847
161,8.33,31841,23127,75089,65619,8714
162,8.382,28093,22699,74922,65758,5394
163,8.434,27954,23386,74187,66139,4568
164,8.486,26909,22995,73599,65371,3914
165,8.537,26761,22609,74860,63454,4152
166,8.589,23545,22097,75381,64494,1448
167,8.641,25742,21784,73805,64730,3958
168,8.693,22080,21422,75340,64107,658
169,8.744,24258,22886,75774,62711,1372
170,8.796,25620,21928,74934,64899,3692
171,8.848,22600,21603,75794,65286,997
172,8.9,22534,21471,73266,64144,1063
173,8.951,22218,21181,76388,65069,1037
174,9.003,23832,21567,72331,64603,2265
175,9.055,25084,22350,74600,65824,2734
176,9.107,25489,22693,75205,64361,2796
177,9.158,22447,21693,75689,65105,754
178,9.21,28342,22163,74261,63672,6179
179,9.262,24660,21519,74894,65534,3141
180,9.314,24090,21687,75878,64621,2403
181,9.365,27526,22410,73958,65691,5116
182,9.417,28134,22242,73724,64960,5892
183,9.469,24279,22199,75782,65165,2080
184,9.521,30063,22031,75170,64047,8032
185,9.572,30404,22483,76556,65685,7921
186,9.624,28513,21742,74876,66381,6771
187,9.676,27667,22452,76538,65794,5215
188,9.727,25384,21573,73036,63684,3811
189,9.779,24200,21181,75927,66278,3019
190,9.831,26384,21814,74824,65371,4570
191,9.883,24530,20989,74853,64803,3541
192,9.934,24574,20332,73446,65510,4242
193,9.986,23674,20711,74796,64815,2963
194,10.038,26294,21151,75662,64525,5143
195,10.09,25324,21621,74218,65153,3703
196,10.141,26524,22266,73855,64688,4258
197,10.193,23741,21657,74546,65437,2084
198,10.245,24535,20832,74900,65365,3703
199,10.297,26056,20633,73908,64476,5423
200,10.348,24183,20940,73632,65558,3243
201,10.4,22723,20338,74579,62433,2385
202,10.452,23712,20440,72265,66211,3272
203,10.504,22716,21561,75350,65486,1155
204,10.555,21066,20681,72925,64355,385
205,10.607,21896,20826,74409,65020,1070
206,10.659,22837,20489,75016,65050,2348
207,10.711,22613,20736,77098,64440,1877
208,10.762,21853,21103,72815,65365,750
209,10.814,22839,20489,76019,65601,2350
210,10.866,21862,20922,75388,62977,940
211,10.918,21473,21230,73844,64240,243
212,10.969,21927,21296,76470,64434,631
213,11.021,22207,20597,75615,65044,1610
214,11.073,21937,20495,73756,65546,1442
215,11.125,21075,20910,75603,64119,165
216,11.176,21143,20392,74604,64512,751
217,11.228,21834,20296,74256,64216,1538
218,11.28,22362,20344,78260,64476,2018
219,11.331,26678,20543,75217,65728,6135
220,11.383,25755,20151,73860,63805,5604
221,11.435,25284,19983,74104,65431,5301
222,11.487,26680,20477,71694,64887,6203
223,11.538,21101,19742,72998,64126,1359
224,11.59,23389,20531,77602,64349,2858
225,11.642,24490,21133,75962,64313,3357
226,11.694,36543,21398,75903,64960,15145
227,11.745,23238,21031,74558,64899,2207
228,11.797,23682,20856,74575,64996,2826
229,11.849,25729,20717,75538,65679,5012
230,11.901,22829,21031,72878,64742,1798
231,11.952,22739,20832,74408,65419,1907
232,12.004,20945,20531,73919,64585,414
233,12.056,24426,20567,73687,62626,3859
234,12.108,22471,20501,75597,66248,1970
235,12.159,22466,19760,74930,64561,2706
236,12.211,21150,19964,73933,63545,1186
237,12.263,22017,19115,76611,63660,2902
238,12.315,20367,19856,73241,65897,511
239,12.366,21920,19483,76926,64367,2437
