frame,Time [s],CH1,BGND1,CH2,BGND2,intensity
0,0.0,19179,11822,33949,32745,7357
1,0.052,20048,10898,32564,32829,9150
2,0.103,23097,11579,33369,32745,11518
3,0.155,19275,11111,32960,32775,8164
4,0.207,19618,11020,34321,32685,8598
5,0.259,12559,10601,33221,32271,1958
6,0.31,12441,11227,34050,32199,1214
7,0.362,13876,11215,33098,32877,2661
8,0.414,16083,11196,34278,32727,4887
9,0.466,12093,10692,32198,32301,1401
10,0.517,10955,10941,32446,32361,14
11,0.569,10869,10710,31892,33057,159
12,0.621,11457,10801,34817,32019,656
13,0.673,11205,10728,33142,32613,477
14,0.724,12085,10704,34349,32277,1381
15,0.776,12244,11099,32718,32601,1145
16,0.828,12528,11524,32575,32559,1004
17,0.88,12508,11591,33101,32919,917
18,0.931,12207,11950,34560,32667,257
19,0.983,12315,11269,31584,32307,1046
20,1.035,10864,10941,34041,32445,-77
21,1.087,11807,11069,31420,31815,738
22,1.138,11111,10832,32937,32691,279
23,1.19,11704,11166,32962,32439,538
24,1.242,12631,11634,32788,32433,997
25,1.294,11142,10680,34110,32823,462
26,1.345,10759,10795,33043,32313,-36
27,1.397,10274,10746,33384,33051,-472
28,1.449,11533,11044,33684,32403,489
29,1.501,11033,10935,33325,32397,98
30,1.552,11950,11075,33474,32859,875
31,1.604,11403,11713,32094,32337,-310
32,1.656,11328,11676,31811,32709,-348
33,1.707,11581,11251,32281,32337,330
34,1.759,11394,10692,31769,32403,702
35,1.811,10808,10795,32775,33129,13
36,1.863,10653,11038,31150,32517,-385
37,1.914,10937,11014,34596,32481,-77
38,1.966,10696,11172,31463,32157,-476
39,2.018,10722,10819,33711,32385,-97
40,2.07,10330,10783,33034,32541,-453
41,2.121,10488,10965,34042,32217,-477
42,2.173,11528,11579,32819,32355,-51
43,2.225,10123,11251,34173,32421,-1128
44,2.277,11980,11105,35191,32553,875
45,2.328,11575,10977,33710,32655,598
46,2.38,11790,11117,32988,32421,673
47,2.432,11527,11190,31075,32673,337
48,2.484,11347,11032,34498,32931,315
49,2.535,11563,11202,32951,32475,361
50,2.587,10327,10953,34698,32949,-626
51,2.639,11668,10941,31932,33015,727
52,2.691,10984,10807,33896,32613,177
53,2.742,10535,10990,32812,32775,-455
54,2.794,11198,10965,31308,32775,233
55,2.846,12062,10923,33048,33249,1139
56,2.898,12702,11421,33160,32637,1281
57,2.949,11366,11160,32183,32661,206
58,3.001,10970,11087,32311,32055,-117
59,3.053,11403,11111,34057,32463,292
60,3.105,12607,11622,32692,32445,985
61,3.156,11393,10965,33444,33093,428
62,3.208,12472,11415,32629,32859,1057
63,3.26,12021,11148,32933,32925,873
64,3.311,11941,11348,32683,32991,593
65,3.363,12264,11488,31441,32649,776
66,3.415,11855,10655,32408,32403,1200
67,3.467,10806,11087,32299,32775,-281
68,3.518,11001,10953,33233,32865,48
69,3.57,12209,11336,33617,32979,873
70,3.622,11216,11135,33296,32775,81
71,3.674,11918,11208,32485,32781,710
72,3.725,11033,11002,33880,32973,31
73,3.777,10752,11117,32701,32733,-365
74,3.829,10739,11373,32874,32697,-634
75,3.881,11734,11269,32171,32763,465
76,3.932,11130,11433,32958,32991,-303
77,3.984,11113,11512,34137,33159,-399
78,4.036,11569,11056,32713,33135,513
79,4.088,11965,11184,32969,32763,781
80,4.139,10757,10746,33833,32547,11
81,4.191,11424,11008,31864,32793,416
