frame,Time [s],CH1,BGND1,CH2,BGND2,intensity
0,0.0,28637,26115,65831,60766,2522
1,0.052,25457,25765,69172,60717,-308
2,0.103,26406,26091,67009,60298,315
3,0.155,31635,27672,65811,60760,3963
4,0.207,38213,25904,68252,59745,12309
5,0.259,35838,24914,66349,61719,10924
6,0.31,35353,26387,66684,60790,8966
7,0.362,34370,26574,68127,60784,7796
8,0.414,26790,26713,66908,60942,77
9,0.466,23797,27057,64203,61258,-3260
10,0.517,26227,27322,64251,60280,-1095
11,0.569,26415,27383,66832,60401,-968
12,0.621,26858,25669,66833,61404,1189
13,0.673,26548,25282,67745,60134,1266
14,0.724,28292,24932,66138,60346,3360
15,0.776,29903,24570,68566,60875,5333
16,0.828,25630,24449,65968,59271,1181
17,0.88,26449,25904,66652,60954,545
18,0.931,27339,24510,67018,59696,2829
19,0.983,47558,25228,64452,60097,22330
20,1.035,44702,25029,70537,59459,19673
21,1.087,44936,25554,67755,61568,19382
22,1.138,45925,26224,67324,61167,19701
23,1.19,36875,26520,66981,60456,10355
24,1.242,37768,25156,67340,60413,12612
25,1.294,47525,24812,66735,60960,22713
26,1.345,48010,25626,68438,60668,22384
27,1.397,43717,26163,65199,60419,17554
28,1.449,37774,25638,65397,60328,12136
29,1.501,35998,25355,67581,60122,10643
30,1.552,37583,25656,65794,58609,11927
31,1.604,35604,26000,66221,59083,9604
32,1.656,43590,26338,68745,60778,17252
33,1.707,32443,23490,64295,59733,8953
34,1.759,33751,24697,66751,60322,9054
35,1.811,30783,23834,65875,60110,6949
36,1.863,30496,24522,67013,61009,5974
37,1.914,38656,24184,67707,60492,14472
38,1.966,37632,24757,63588,60006,12875
39,2.018,28030,24540,66083,60298,3490
40,2.07,35290,22772,67989,60334,12518
41,2.121,40433,24123,68327,60899,16310
42,2.173,43164,24781,65584,60152,18383
43,2.225,44625,25162,68166,60383,19463
44,2.277,40000,24636,65153,60207,15364
45,2.328,49241,25982,65682,59921,23259
46,2.38,35451,24558,69325,61112,10893
47,2.432,27223,23979,67296,60729,3244
48,2.484,27073,23737,66529,61811,3336
49,2.535,26126,24461,65562,61969,1665
50,2.587,26558,23846,67102,60675,2712
51,2.639,25723,24721,66736,59873,1002
52,2.691,25585,24461,64611,59587,1124
53,2.742,26672,23954,67219,61009,2718
54,2.794,27268,24353,64746,61021,2915
55,2.846,25523,25373,67494,60243,150
56,2.898,26771,24208,67200,61653,2563
57,2.949,28397,23997,66002,61665,4400
58,3.001,27051,24311,67072,60760,2740
59,3.053,25877,23496,67410,60431,2381
60,3.105,26806,24099,62607,61422,2707
61,3.156,27672,24715,64231,59836,2957
62,3.208,25466,24075,67963,60668,1391
63,3.26,26853,23906,66067,60729,2947
64,3.311,25514,24148,67828,59642,1366
65,3.363,26687,26025,67220,61695,662
66,3.415,26315,23598,67959,60170,2717
67,3.467,26417,24274,66332,60905,2143
68,3.518,24050,24987,66359,59654,-937
69,3.57,24144,23580,65314,60644,564
70,3.622,26422,23954,65923,59824,2468
71,3.674,25432,23260,68512,59927,2172
72,3.725,27916,23272,66250,60747,4644
73,3.777,25729,23743,66800,60407,1986
74,3.829,23550,22838,66862,60359,712
75,3.881,25855,23979,65876,60334,1876
76,3.932,24374,23110,69541,60832,1264
77,3.984,24672,23441,67379,60110,1231
78,4.036,23851,24413,66653,61367,-562
79,4.088,24008,23085,67191,60626,923
80,4.139,29054,24836,67261,60881,4218
81,4.191,25662,23870,68149,60037,1792
82,4.243,26953,23991,68724,59897,2962
83,4.295,26168,23635,66074,60353,2533
84,4.346,25699,24069,66067,59842,1630
85,4.398,24696,23411,65884,60626,1285
86,4.45,26226,23942,65517,60596,2284
87,4.502,26078,24842,67832,60656,1236
88,4.553,24049,23683,65202,60638,366
89,4.605,25100,22735,64447,59702,2365
90,4.657,24136,22512,65888,60371,1624
91,4.709,26264,22615,67835,60359,3649
92,4.76,24378,22138,65786,60565,2240
93,4.812,22448,23604,66851,60128,-1156
94,4.864,28327,23037,63183,60990,5290
95,4.915,24074,23761,66965,60510,313
96,4.967,25356,22627,66464,60340,2729
97,5.019,24102,23846,65088,61124,256
98,5.071,23743,22735,67312,59563,1008
99,5.122,23204,23785,65253,60662,-581
100,5.174,22272,23695,67231,59326,-1423
101,5.226,24360,22826,65724,60188,1534
102,5.278,23750,22343,66908,60328,1407
103,5.329,22008,21564,65785,60529,444
104,5.381,21863,21770,67117,61865,93
105,5.433,22217,22959,66146,60164,-742
106,5.485,22077,22554,67526,60486,-477
107,5.536,20882,21788,66885,60255,-906
108,5.588,22562,22331,65020,60747,231
109,5.64,22155,22506,65899,60602,-351
110,5.692,21891,22277,64532,60365,-386
111,5.743,25319,21051,64495,60170,4268
112,5.795,22429,21371,65705,60735,1058
113,5.847,20503,21577,63591,59502,-1074
114,5.899,21576,21154,65392,59854,422
115,5.95,20924,21172,64418,60577,-248
116,6.002,21603,21124,66178,59617,479
117,6.054,21854,20092,63812,60425,1762
118,6.106,22603,21082,66431,59551,1521
119,6.157,22935,20713,65252,61294,2222
120,6.209,21227,21239,67114,59897,-12
121,6.261,20901,22084,67049,60018,-1183
122,6.313,22123,20774,66060,60073,1349
123,6.364,21737,20840,65677,60425,897
124,6.416,24456,21595,66747,60128,2861
125,6.468,21153,21746,65411,60662,-593
126,6.519,22432,21414,65539,60918,1018
127,6.571,21015,22934,66483,60899,-1919
128,6.623,21554,22603,64729,59642,-1049
129,6.675,20977,21685,66283,59265,-708
130,6.726,21191,21758,68248,59508,-567
131,6.778,22874,21685,63122,60085,1189
132,6.83,23306,21878,66523,59423,1428
133,6.882,22283,21739,66745,59757,544
134,6.933,23371,23840,67440,60182,-469
135,6.985,24389,24377,63894,60018,12
136,7.037,26005,23176,66481,60340,2829
137,7.089,23154,22536,65254,60334,618
138,7.14,23124,22379,66657,60389,745
139,7.192,22010,20895,66569,60195,1115
140,7.244,20381,20418,66362,61744,-37
141,7.296,20301,20713,67497,59988,-412
142,7.347,21390,21577,65575,59551,-187
143,7.399,19834,21637,67484,60328,-1803
144,7.451,24228,20219,67451,60134,4009
145,7.503,22305,20955,69401,59848,1350
146,7.554,23152,20369,66997,60431,2783
147,7.606,20973,19905,65831,59836,1068
148,7.658,20191,19337,67165,59988,854
149,7.71,20324,20116,67285,59945,208
150,7.761,19937,19850,65302,60523,87
151,7.813,22835,20937,64782,61057,1898
152,7.865,21351,20176,66734,60207,1175
153,7.917,23074,20925,66795,59800,2149
154,7.968,23244,20538,63679,59575,2706
155,8.02,21344,20798,66179,59830,546
156,8.072,22424,20291,64582,60383,2133
157,8.123,21341,21510,67286,60377,-169
158,8.175,21364,20237,66928,60243,1127
159,8.227,21787,20913,64969,60510,874
160,8.279,21979,21263,64819,60851,716
161,8.33,22207,20713,63915,59769,1494
162,8.382,20137,21015,66652,60820,-878
163,8.434,21733,21039,65689,60012,694
