id,avg_x,avg_y,x,y,bg,Square_intensity,circular_intensity,Gaussian_intensity
1,100.550,158.580,100.9,158.31,1125.51,42383.0,8903.0,8903.0
2,100.550,158.580,100.93,158.32,1125.51,41717.0,8670.0,8670.0
3,100.550,158.580,100.87,158.26,1125.51,40305.0,8157.0,8157.0
4,100.550,158.580,100.88,158.25,1125.51,36394.0,6765.0,6765.0
5,100.550,158.580,100.88,158.29,1125.51,37655.0,7118.0,7118.0
6,100.550,158.580,100.93,158.44,1125.51,38211.0,6521.0,6521.0
7,100.550,158.580,100.96,158.35,1125.51,38545.0,7132.0,7132.0
8,100.550,158.580,100.99,158.48,1125.51,39776.0,6466.0,6466.0
9,100.550,158.580,100.99,158.43,1125.51,37314.0,6328.0,6328.0
10,100.550,158.580,100.92,158.31,1125.51,33116.0,5764.0,5764.0
11,100.550,158.580,100.94,158.34,1125.51,30971.0,5237.0,5237.0
12,100.550,158.580,100.85,158.3,1125.51,32611.0,5720.0,5720.0
13,100.550,158.580,100.9,158.31,1125.51,31017.0,5424.0,5424.0
14,100.550,158.580,100.88,158.22,1125.51,34055.0,6703.0,6703.0
15,100.550,158.580,100.87,158.29,1125.51,36983.0,6747.0,6747.0
16,100.550,158.580,100.91,158.36,1125.51,38620.0,6911.0,6911.0
17,100.550,158.580,100.9,158.39,1125.51,38165.0,6426.0,6426.0
18,100.550,158.580,100.9,158.39,1125.51,38834.0,6734.0,6734.0
19,100.550,158.580,100.93,158.33,1125.51,36612.0,6556.0,6556.0
20,100.550,158.580,100.9,158.37,1125.51,36131.0,6300.0,6300.0
21,100.550,158.580,100.91,158.38,1125.51,36601.0,6563.0,6563.0
22,100.550,158.580,100.84,158.31,1125.51,36377.0,6206.0,6206.0
23,100.550,158.580,100.85,158.37,1125.51,35955.0,6142.0,6142.0
24,100.550,158.580,100.89,158.29,1125.51,36130.0,6487.0,6487.0
25,100.550,158.580,100.85,158.37,1125.51,36261.0,6238.0,6238.0
26,100.550,158.580,100.91,158.33,1125.51,37453.0,6669.0,6669.0
27,100.550,158.580,100.89,158.35,1125.51,36017.0,6141.0,6141.0
28,100.550,158.580,100.87,158.31,1125.51,33765.0,5828.0,5828.0
29,100.550,158.580,100.85,158.33,1125.51,34020.0,5889.0,5889.0
30,100.550,158.580,100.94,158.44,1125.51,33065.0,5512.0,5512.0
31,100.550,158.580,100.93,158.35,1125.51,30686.0,5334.0,5334.0
32,100.550,158.580,100.9,158.36,1125.51,28688.0,4793.0,4793.0
33,100.550,158.580,100.89,158.45,1125.51,31449.0,5251.0,5251.0
34,100.550,158.580,100.9,158.37,1125.51,36109.0,6161.0,6161.0
35,100.550,158.580,100.92,158.31,1125.51,34886.0,6290.0,6290.0
36,100.550,158.580,100.93,158.38,1125.51,36184.0,6161.0,6161.0
37,100.550,158.580,100.89,158.41,1125.51,34769.0,5872.0,5872.0
38,100.550,158.580,100.9,158.41,1125.51,36601.0,6284.0,6284.0
39,100.550,158.580,100.87,158.29,1125.51,38887.0,6941.0,6941.0
40,100.550,158.580,100.86,158.37,1125.51,38467.0,6756.0,6756.0
41,100.550,158.580,100.91,158.41,1125.51,42636.0,8097.0,8097.0
42,100.550,158.580,100.84,158.42,1125.51,45230.0,8712.0,8712.0
43,100.550,158.580,100.84,158.41,1125.51,46670.0,9619.0,9619.0
44,100.550,158.580,100.92,158.38,1125.51,41675.0,8051.0,8051.0
45,100.550,158.580,100.85,158.29,1125.51,37879.0,6735.0,6735.0
46,100.550,158.580,100.85,158.28,1125.51,39140.0,7708.0,7708.0
47,100.550,158.580,100.9,158.37,1125.51,43002.0,7841.0,7841.0
48,100.550,158.580,100.93,158.43,1125.51,42895.0,8192.0,8192.0
49,100.550,158.580,100.91,158.35,1125.51,41134.0,7367.0,7367.0
50,100.550,158.580,100.89,158.38,1125.51,43883.0,8891.0,8891.0
51,100.550,158.580,100.86,158.41,1125.51,44866.0,8500.0,8500.0
52,100.550,158.580,100.9,158.39,1125.51,40362.0,7007.0,7007.0
53,100.550,158.580,100.89,158.39,1125.51,41800.0,7161.0,7161.0
54,100.550,158.580,100.85,158.33,1125.51,37987.0,6742.0,6742.0
55,100.550,158.580,100.89,158.4,1125.51,43760.0,8146.0,8146.0
56,100.550,158.580,100.85,158.36,1125.51,38570.0,6666.0,6666.0
57,100.550,158.580,100.85,158.38,1125.51,45593.0,9751.0,9751.0
58,100.550,158.580,100.87,158.42,1125.51,44599.0,9212.0,9212.0
59,100.550,158.580,100.89,158.36,1125.51,42372.0,8383.0,8383.0
60,100.550,158.580,100.88,158.41,1125.51,41784.0,7179.0,7179.0
61,100.550,158.580,100.89,158.36,1125.51,42763.0,9100.0,9100.0
62,100.550,158.580,100.79,158.41,1125.51,48695.0,10440.0,10440.0
63,100.550,158.580,100.88,158.4,1125.51,48189.0,11105.0,11105.0
64,100.550,158.580,100.84,158.41,1125.51,49637.0,11503.0,11503.0
65,100.550,158.580,100.89,158.35,1125.51,42584.0,8911.0,8911.0
66,100.550,158.580,100.88,158.35,1125.51,44101.0,9818.0,9818.0
67,100.550,158.580,100.84,158.42,1125.51,48730.0,10593.0,10593.0
68,100.550,158.580,100.85,158.43,1125.51,46106.0,9075.0,9075.0
