378,85.54,71.27,2555.2700000000004
379,85.08,71.2,1433.7
380,86.43,70.61,2097.95
381,85.29,71.06,1419.51
383,85.24,71.17,1340.12
384,85.62,70.77,72.22000000000003
386,85.6,71.05,1195.02
387,85.47,71.49,2342.59
388,85.41,71.26,1593.18
390,85.24,71.38,1442.95
391,84.79,72.42,-1207.15
392,85.4,70.97,1198.84
393,85.35,71.15,1481.58
394,85.39,71.08,1376.0
396,86.49,70.95,1830.73
397,85.3,71.07,1475.84
398,85.31,71.36,1927.72
399,85.11,71.1,-6.580000000000041
401,85.26,71.16,1355.3
402,85.36,70.56,1154.0300000000002
403,85.37,71.08,1635.31
404,86.54,70.58,1746.35
405,85.53,70.38,2091.66
406,85.45,70.59,1812.42
407,85.01,71.37,1355.27
408,84.67,71.1,-139.69999999999993
409,84.04,71.9,-1029.7
410,85.07,71.01,1486.9
411,86.36,71.95,1325.46
412,88.32,69.9,1529.1
413,89.31,69.46,2194.5499999999997
414,88.96,69.68,390.07000000000005
416,88.67,69.3,1376.0
419,90.77,69.64,1146.53
422,89.94,69.19,1505.69
423,90.28,69.14,1310.08
424,89.55,70.47,1291.02
425,88.78,69.81,64.82000000000005
427,88.22,70.2,1682.22
428,88.23,70.02,1777.05
431,90.28,69.35,1127.83
432,90.04,69.2,1358.07
434,90.0,68.95,1161.11
437,90.1,68.95,1214.16
438,88.84,69.6,1361.08
439,90.18,69.22,1035.32
442,92.54,68.31,1891.6
444,92.29,68.5,1716.8
445,90.47,68.95,1202.43
446,89.43,69.51,1903.19
447,90.25,69.14,1449.84
449,90.1,69.14,1019.75
450,89.94,69.41,1318.99
451,89.52,69.32,2156.74
452,88.06,69.94,1325.67
453,90.61,68.99,1184.8
455,89.96,69.39,73.13999999999999
456,90.17,69.17,1370.15
457,90.03,69.39,1064.86
458,92.77,68.37,1348.99
460,93.4,68.54,1951.99
