172,170.73,203.14,1253.32
173,171.06,204.05,1155.22
174,170.91,204.0,669.89
175,170.93,203.9,1093.24
176,170.56,203.99,1374.6200000000003
177,171.41,203.82,1145.82
178,170.56,204.31,2516.31
179,171.44,203.97,1334.44
180,171.08,204.06,1177.09
181,170.83,203.97,232.95000000000005
182,170.64,203.66,2087.95
183,170.67,204.41,2996.23
184,171.18,203.41,1539.61
185,171.42,203.76,2872.3900000000003
186,170.7,203.89,1509.82
187,170.67,203.54,2203.3199999999997
188,170.95,204.03,1396.58
189,171.42,203.98,2547.17
190,171.51,204.09,2071.14
191,170.88,203.86,1293.86
192,170.98,203.88,-21.420000000000073
193,171.01,204.41,1026.5099999999998
194,171.22,203.89,1482.01
195,170.61,204.16,-97.5
196,170.55,204.28,2085.51
197,170.91,203.88,1569.05
198,171.03,203.75,1191.6
199,170.25,204.31,-146.22000000000003
200,171.44,204.13,2913.8199999999997
201,170.33,204.2,185.18000000000006
202,170.81,204.27,1227.9
203,170.58,203.59,2286.46
204,171.32,203.95,117.85000000000002
205,171.18,203.51,-191.79999999999995
206,171.33,203.93,-48.69999999999993
207,171.05,204.18,1201.97
208,171.06,204.43,1283.75
209,170.65,203.71,3034.59
210,171.03,204.05,1533.02
211,171.3,203.56,2393.8599999999997
212,171.05,204.07,1621.2
213,171.19,203.56,34.379999999999995
214,170.95,203.58,2693.8100000000004
215,170.89,203.86,1418.49
216,171.09,203.91,1534.63
217,170.6,204.4,2384.89
218,171.11,204.13,1498.37
219,170.94,203.2,1686.0
220,170.54,204.42,2021.1100000000001
221,171.43,203.76,725.5200000000001
222,170.95,204.1,1343.46
223,171.04,203.54,73.9799999999999
224,171.31,204.48,1193.5
225,170.86,203.99,1296.94
227,170.59,203.78,200.40999999999997
228,171.0,203.59,198.8599999999999
229,170.59,203.55,2228.48
230,170.87,204.12,702.1899999999999
231,171.07,203.91,-7.209999999999923
232,171.36,203.59,2460.42
233,170.8,203.95,268.9599999999999
234,170.69,203.5,287.3700000000001
235,171.24,204.01,-731.3499999999999
236,170.91,203.91,1205.86
237,170.41,203.79,12.190000000000055
238,170.55,203.58,2307.82
239,170.61,204.42,2412.82
241,171.11,203.94,1470.69
242,171.42,203.42,1505.83
243,170.96,203.71,1276.24
244,170.68,204.4,2905.45
245,170.84,203.85,1432.51
246,170.69,203.53,1961.06
247,170.93,204.23,1208.48
248,170.91,204.14,-228.64999999999998
249,171.16,203.69,204.42999999999995
251,171.24,203.31,75.81000000000006
252,170.53,204.0,2154.18
253,170.8,203.97,1354.19
