297,217.75,130.77,1296.73
298,216.24,130.87,1299.77
299,216.77,130.9,1205.19
300,216.76,129.02,1499.75
301,217.89,129.96,1618.59
302,218.02,131.55,-189.39999999999998
303,218.58,130.38,2605.23
304,217.47,131.04,1747.92
305,217.64,130.3,1339.05
307,217.03,130.45,1806.12
309,218.0,130.33,1482.19
310,217.77,130.07,1332.51
311,216.61,128.67,2210.26
313,216.84,129.3,1351.8
314,217.75,129.99,1554.82
315,217.66,130.1,1297.28
317,218.0,131.54,-13.190000000000055
318,217.75,130.35,1281.36
319,217.56,129.44,1912.48
320,217.62,129.85,1587.74
321,218.62,130.46,2263.39
322,216.63,128.38,2679.15
325,216.82,129.15,1465.56
326,217.5,130.48,1634.8
328,217.78,130.56,1412.5
331,217.95,129.98,1616.8
332,215.8,128.36,1177.41
333,217.6,130.22,1378.12
334,217.96,130.2,1338.44
335,218.19,130.09,1308.08
336,217.26,130.53,1854.37
338,218.05,130.41,1084.09
340,218.48,131.49,1653.58
341,218.11,129.8,1130.78
342,217.53,129.39,1346.17
343,217.05,129.82,1252.09
346,216.46,129.17,1229.77
349,215.84,129.35,1178.03
350,216.99,129.32,1220.52
351,217.55,130.4,1194.31
352,218.86,132.27,1316.41
354,218.61,133.27,2365.0600000000004
355,219.19,133.37,-1185.11
356,219.49,135.29,919.21
357,219.88,134.52,-1115.03
358,220.31,134.96,1382.51
359,220.01,135.43,-108.59000000000015
360,220.52,133.72,531.8600000000001
361,219.86,134.22,1657.8
362,220.88,134.71,49.620000000000005
363,219.66,135.07,-714.44
364,221.94,134.6,2240.06
365,220.1,136.14,294.6
366,220.07,134.28,1207.17
367,220.04,134.38,1387.81
369,220.01,134.86,1278.21
370,220.59,136.28,1211.64
