16,131.38,68.75,-356.4599999999999
17,131.49,67.36,1561.1200000000001
18,130.44,66.69,1617.43
19,131.94,67.53,1738.1200000000001
21,130.07,68.45,1218.63
22,131.38,68.57,2431.58
23,129.89,67.92,-1211.72
24,131.09,67.11,-272.8599999999999
25,133.93,66.83,-80.41999999999996
26,132.51,68.62,2219.08
27,131.52,67.37,133.95000000000005
28,131.92,68.24,1304.9599999999998
29,131.76,68.9,1759.73
30,131.65,67.92,-162.0999999999999
31,129.77,68.43,-1206.46
32,131.15,69.39,1767.87
33,131.7,67.39,1373.62
34,130.42,67.96,752.3999999999999
35,131.95,67.9,1519.79
36,131.31,69.14,1382.31
37,130.1,68.26,1286.69
38,128.65,67.5,1683.45
39,128.53,67.69,713.79
41,128.47,67.44,15966.53
42,128.41,67.34,6942.55
43,128.49,67.33,2841.2200000000003
44,128.15,66.92,4850.3
46,128.05,68.07,1570.89
48,128.68,67.9,1594.24
51,128.86,67.59,1224.0
52,129.51,68.79,1417.1599999999999
55,130.3,67.27,500.84999999999997
57,128.68,68.4,2784.27
59,130.25,67.76,827.85
60,130.45,68.52,1811.92
61,131.36,68.52,-337.94000000000005
62,130.44,67.57,-210.36
63,131.44,67.9,1640.3000000000002
64,131.63,69.29,1417.78
