2,62.86,209.16,3818.47
3,63.1,209.21,3136.69
4,62.85,209.11,3262.58
6,63.35,209.62,7427.16
7,63.05,209.2,3132.6
10,62.4,208.78,6637.74
12,62.87,209.05,3048.92
13,62.44,208.76,7876.04
14,62.81,209.19,5922.85
15,63.33,209.58,6905.41
16,62.97,209.14,3921.32
17,62.44,209.0,7611.05
18,62.86,209.09,3968.73
19,62.95,209.16,4104.45
22,63.3,209.61,7078.66
23,62.87,209.05,3573.72
24,62.87,209.0,3453.69
25,62.45,208.66,5107.64
27,62.94,209.12,3281.58
29,63.44,209.66,5137.2
30,63.25,209.21,3042.11
33,62.94,209.14,3845.49
34,62.95,209.11,3249.33
37,62.8,208.93,2759.42
38,62.78,208.94,2721.15
39,62.44,208.71,8838.4
41,62.36,208.77,5641.4400000000005
42,63.22,209.55,6623.11
43,62.69,209.16,1095.53
44,62.77,209.09,3873.0
46,63.31,209.58,7381.07
48,62.93,209.01,3280.95
49,62.88,209.14,3952.1
50,63.05,209.14,2536.07
51,62.91,209.02,2485.66
53,62.94,209.0,3488.81
54,63.04,209.11,2568.89
56,62.86,209.01,2789.29
59,62.8,209.09,4296.51
60,63.04,209.04,3236.89
61,62.9,209.15,3048.14
62,62.99,209.18,2412.2
64,62.75,209.07,3290.11
65,63.14,209.11,2496.14
67,62.49,208.89,4763.88
69,62.43,208.75,6311.01
70,63.12,209.19,2763.49
71,62.91,209.22,3098.23
72,63.17,209.54,4466.3
73,62.99,209.19,2377.49
74,62.49,208.74,3800.4800000000005
75,63.32,209.55,5643.08
76,62.87,209.19,3958.2400000000002
77,62.86,208.9,2369.95
78,62.81,209.05,3104.25
81,63.23,209.55,5480.0
82,62.84,209.2,4099.74
83,62.92,209.43,2555.5
84,62.48,208.73,5148.17
85,62.89,209.15,2555.46
87,62.46,208.98,5497.89
