2,117.56,190.78,18866.59
3,117.5,190.7,18899.01
4,117.48,190.78,18569.86
5,117.61,190.97,15972.68
6,117.58,190.96,18427.7
7,117.62,191.01,18170.51
8,117.65,190.9,17882.28
9,117.65,190.97,17838.14
10,117.64,190.96,16673.579999999998
11,117.62,190.91,17407.13
12,117.62,190.94,17581.53
13,117.59,190.84,15190.44
14,117.54,190.84,18580.87
15,117.6,190.88,15889.27
16,117.64,190.95,17693.96
17,117.64,190.99,17455.91
18,117.64,190.97,16699.53
19,117.64,190.97,15878.62
20,117.67,190.89,14511.460000000001
21,117.59,190.92,12625.859999999999
22,117.64,190.93,15328.99
23,117.61,190.95,13053.720000000001
24,117.6,190.97,11285.22
25,117.68,190.91,15241.21
26,117.65,190.93,12519.24
27,117.71,190.9,15215.41
28,117.61,190.96,17810.75
29,117.6,191.02,14261.26
30,117.63,190.94,17054.91
31,117.58,190.95,17911.1
32,117.58,190.97,17343.48
33,117.61,190.96,16063.71
34,117.68,190.93,17070.63
35,117.53,190.94,18348.37
36,117.52,190.94,16952.51
37,117.52,190.95,18453.87
38,117.57,190.95,18252.22
39,117.58,190.9,17543.98
40,117.53,190.94,18561.7
41,117.55,190.89,18326.93
42,117.58,191.01,16453.66
43,117.63,190.91,18105.28
44,117.62,190.97,17577.93
45,117.54,190.98,18516.48
46,117.46,191.06,18114.24
47,117.56,190.96,18284.08
48,117.54,190.98,18220.1
49,117.54,190.97,17701.27
50,117.58,190.95,17597.24
51,117.54,190.89,18491.84
52,117.56,190.94,18181.81
53,117.53,190.9,18393.05
54,117.56,190.96,18405.9
55,117.57,190.95,18234.23
56,117.56,190.94,18268.9
57,117.57,190.98,18330.49
58,117.57,190.98,18335.63
59,117.59,191.0,18315.99
60,117.51,191.0,18210.27
61,117.57,191.0,18152.99
62,117.52,190.94,18556.87
63,117.57,191.11,4866.5
65,116.62,192.59,2425.74
66,117.0,192.62,105.99000000000001
67,116.52,193.56,1207.0300000000002
68,116.83,192.38,345.31000000000006
69,116.45,193.37,1462.74
70,116.74,192.47,2017.19
73,116.61,193.4,2557.2200000000003
75,116.66,192.74,1211.98
76,116.69,192.8,2046.67
77,116.8,192.54,975.64
78,117.38,192.62,2326.3
79,116.77,192.9,3900.19
80,116.66,192.56,6545.07
81,116.82,192.79,2476.87
82,116.71,193.0,3565.78
83,116.79,192.96,2323.28
84,116.49,193.33,2191.79
85,116.69,193.48,1424.88
86,116.84,192.94,1958.13
88,115.43,190.58,1552.4099999999999
91,116.9,192.72,1234.8600000000001
92,116.7,192.77,2304.4700000000003
93,116.62,193.03,2520.3
94,116.87,192.97,3671.2
95,116.84,193.06,2279.3199999999997
96,116.47,192.87,522.79
97,116.76,192.98,4403.33
98,116.67,192.99,4523.97
99,116.75,192.83,3065.85
