id,avg_x,avg_y,x,y,bg,Square_intensity,circular_intensity,Gaussian_intensity
500,139.080,225.760,139.4,225.86,1081.68,24332.0,0.0,0.0
501,139.080,225.760,139.4,225.86,1081.68,24991.0,668.0,668.0
502,139.080,225.760,139.4,225.86,1081.68,25306.0,908.0,908.0
503,139.080,225.760,139.4,225.86,1081.68,22894.0,0.0,0.0
504,139.080,225.760,139.4,225.86,1081.68,23878.0,0.0,0.0
505,139.080,225.760,139.4,225.86,1081.68,23589.0,50.0,50.0
506,139.080,225.760,139.4,225.86,1081.68,26015.0,1780.0,1780.0
507,139.080,225.760,139.4,225.86,1081.68,25164.0,688.0,688.0
508,139.080,225.760,139.4,225.86,1081.68,25048.0,752.0,752.0
509,139.080,225.760,139.4,225.86,1081.68,23572.0,0.0,0.0
510,139.080,225.760,139.4,225.86,1081.68,23960.0,359.0,359.0
511,139.080,225.760,139.4,225.86,1081.68,22625.0,0.0,0.0
512,139.080,225.760,139.4,225.86,1081.68,25823.0,913.0,913.0
513,139.080,225.760,139.4,225.86,1081.68,25057.0,939.0,939.0
514,139.080,225.760,139.4,225.86,1081.68,24888.0,543.0,543.0
515,139.080,225.760,139.4,225.86,1081.68,25366.0,1308.0,1308.0
516,139.080,225.760,139.4,225.86,1081.68,23967.0,0.0,0.0
517,139.080,225.760,139.4,225.86,1081.68,25097.0,1027.0,1027.0
518,139.080,225.760,139.4,225.86,1081.68,24290.0,329.0,329.0
519,139.080,225.760,139.4,225.86,1081.68,23370.0,0.0,0.0
520,139.080,225.760,139.4,225.86,1081.68,25924.0,1329.0,1329.0
521,139.080,225.760,139.4,225.86,1081.68,25675.0,971.0,971.0
522,139.080,225.760,139.4,225.86,1081.68,22438.0,0.0,0.0
523,139.080,225.760,139.4,225.86,1081.68,24894.0,0.0,0.0
524,139.080,225.760,139.4,225.86,1081.68,23199.0,0.0,0.0
525,139.080,225.760,139.4,225.86,1081.68,25270.0,1161.0,1161.0
526,139.080,225.760,139.4,225.86,1081.68,23224.0,0.0,0.0
527,139.080,225.760,139.4,225.86,1081.68,23981.0,756.0,756.0
528,139.080,225.760,139.4,225.86,1081.68,23378.0,0.0,0.0
529,139.080,225.760,139.4,225.86,1081.68,24107.0,106.0,106.0
530,139.080,225.760,139.4,225.86,1081.68,25365.0,983.0,983.0
531,139.080,225.760,139.4,225.86,1081.68,24621.0,651.0,651.0
532,139.080,225.760,139.4,225.86,1081.68,24695.0,977.0,977.0
533,139.080,225.760,139.4,225.86,1081.68,24451.0,257.0,257.0
534,139.080,225.760,139.4,225.86,1081.68,23283.0,0.0,0.0
535,139.080,225.760,139.4,225.86,1081.68,25278.0,1064.0,1064.0
536,139.080,225.760,139.4,225.86,1081.68,24418.0,932.0,932.0
537,139.080,225.760,139.4,225.86,1081.68,24313.0,26.0,26.0
538,139.080,225.760,139.4,225.86,1081.68,26025.0,1159.0,1159.0
539,139.080,225.760,139.4,225.86,1081.68,23806.0,0.0,0.0
540,139.080,225.760,139.4,225.86,1081.68,22655.0,0.0,0.0
541,139.080,225.760,139.4,225.86,1081.68,22105.0,0.0,0.0
542,139.080,225.760,139.4,225.86,1081.68,24532.0,0.0,0.0
543,139.080,225.760,139.4,225.86,1081.68,24941.0,570.0,570.0
544,139.080,225.760,139.4,225.86,1081.68,23363.0,455.0,455.0
545,139.080,225.760,139.4,225.86,1081.68,24765.0,348.0,348.0
546,139.080,225.760,139.4,225.86,1081.68,25207.0,1253.0,1253.0
547,139.080,225.760,139.4,225.86,1081.68,23309.0,0.0,0.0
548,139.080,225.760,139.4,225.86,1081.68,24216.0,281.0,281.0
549,139.080,225.760,139.4,225.86,1081.68,24448.0,460.0,460.0
550,139.080,225.760,139.4,225.86,1081.68,23778.0,0.0,0.0
551,139.080,225.760,139.4,225.86,1081.68,24890.0,0.0,0.0
552,139.080,225.760,139.4,225.86,1081.68,25189.0,988.0,988.0
553,139.080,225.760,139.4,225.86,1081.68,24054.0,395.0,395.0
554,139.080,225.760,139.4,225.86,1081.68,24274.0,538.0,538.0
555,139.080,225.760,139.4,225.86,1081.68,23824.0,0.0,0.0
556,139.080,225.760,139.4,225.86,1081.68,24404.0,36.0,36.0
557,139.080,225.760,139.4,225.86,1081.68,24555.0,0.0,0.0
558,139.080,225.760,139.4,225.86,1081.68,25379.0,1346.0,1346.0
559,139.080,225.760,139.4,225.86,1081.68,24461.0,0.0,0.0
560,139.080,225.760,139.4,225.86,1081.68,22625.0,0.0,0.0
561,139.080,225.760,139.4,225.86,1081.68,23813.0,0.0,0.0
562,139.080,225.760,139.4,225.86,1081.68,24975.0,825.0,825.0
563,139.080,225.760,139.4,225.86,1081.68,25397.0,577.0,577.0
564,139.080,225.760,139.4,225.86,1081.68,24996.0,1105.0,1105.0
565,139.080,225.760,139.4,225.86,1081.68,23450.0,0.0,0.0
566,139.080,225.760,139.4,225.86,1081.68,23475.0,0.0,0.0
567,139.080,225.760,139.4,225.86,1081.68,24300.0,0.0,0.0
568,139.080,225.760,139.4,225.86,1081.68,23737.0,67.0,67.0
569,139.080,225.760,139.4,225.86,1081.68,25939.0,1811.0,1811.0
570,139.080,225.760,139.4,225.86,1081.68,25742.0,890.0,890.0
571,139.080,225.760,139.4,225.86,1081.68,25294.0,739.0,739.0
572,139.080,225.760,139.4,225.86,1081.68,22632.0,0.0,0.0
573,139.080,225.760,139.4,225.86,1081.68,25982.0,1606.0,1606.0
574,139.080,225.760,139.4,225.86,1081.68,26039.0,1634.0,1634.0
575,139.080,225.760,139.4,225.86,1081.68,23909.0,635.0,635.0
576,139.080,225.760,139.4,225.86,1081.68,25387.0,612.0,612.0
577,139.080,225.760,139.4,225.86,1081.68,23412.0,0.0,0.0
578,139.080,225.760,139.4,225.86,1081.68,24031.0,0.0,0.0
579,139.080,225.760,139.4,225.86,1081.68,24859.0,297.0,297.0
580,139.080,225.760,139.4,225.86,1081.68,25298.0,1184.0,1184.0
581,139.080,225.760,139.4,225.86,1081.68,24344.0,0.0,0.0
582,139.080,225.760,139.4,225.86,1081.68,25349.0,1919.0,1919.0
583,139.080,225.760,139.4,225.86,1081.68,22864.0,0.0,0.0
584,139.080,225.760,139.4,225.86,1081.68,24408.0,354.0,354.0
585,139.080,225.760,139.4,225.86,1081.68,22809.0,0.0,0.0
586,139.080,225.760,139.4,225.86,1081.68,23420.0,0.0,0.0
587,139.080,225.760,139.4,225.86,1081.68,23124.0,0.0,0.0
588,139.080,225.760,139.4,225.86,1081.68,21459.0,0.0,0.0
589,139.080,225.760,139.4,225.86,1081.68,24548.0,0.0,0.0
590,139.080,225.760,139.4,225.86,1081.68,25911.0,1084.0,1084.0
591,139.080,225.760,139.4,225.86,1081.68,23858.0,0.0,0.0
592,139.080,225.760,139.4,225.86,1081.68,26502.0,1510.0,1510.0
593,139.080,225.760,139.4,225.86,1081.68,24707.0,277.0,277.0
594,139.080,225.760,139.4,225.86,1081.68,24639.0,0.0,0.0
595,139.080,225.760,139.4,225.86,1081.68,25058.0,343.0,343.0
596,139.080,225.760,139.4,225.86,1081.68,26451.0,1551.0,1551.0
597,139.080,225.760,139.4,225.86,1081.68,25111.0,329.0,329.0
598,139.080,225.760,139.4,225.86,1081.68,23751.0,0.0,0.0
599,139.080,225.760,139.4,225.86,1081.68,23472.0,243.0,243.0
600,139.080,225.760,139.4,225.86,1081.68,22926.0,0.0,0.0
601,139.080,225.760,139.4,225.86,1081.68,24241.0,0.0,0.0
602,139.080,225.760,139.4,225.86,1081.68,24538.0,0.0,0.0
603,139.080,225.760,139.4,225.86,1081.68,23482.0,0.0,0.0
604,139.080,225.760,139.4,225.86,1081.68,23756.0,0.0,0.0
605,139.080,225.760,139.4,225.86,1081.68,24824.0,634.0,634.0
606,139.080,225.760,139.4,225.86,1081.68,24214.0,406.0,406.0
607,139.080,225.760,139.4,225.86,1081.68,24397.0,0.0,0.0
608,139.080,225.760,139.4,225.86,1081.68,24933.0,0.0,0.0
609,139.080,225.760,139.4,225.86,1081.68,23982.0,230.0,230.0
610,139.080,225.760,139.4,225.86,1081.68,24888.0,474.0,474.0
611,139.080,225.760,139.4,225.86,1081.68,24301.0,349.0,349.0
612,139.080,225.760,139.4,225.86,1081.68,24172.0,754.0,754.0
613,139.080,225.760,139.4,225.86,1081.68,23819.0,0.0,0.0
614,139.080,225.760,139.4,225.86,1081.68,23279.0,0.0,0.0
615,139.080,225.760,139.4,225.86,1081.68,24966.0,1039.0,1039.0
616,139.080,225.760,139.4,225.86,1081.68,23969.0,0.0,0.0
617,139.080,225.760,139.4,225.86,1081.68,22985.0,0.0,0.0
618,139.080,225.760,139.4,225.86,1081.68,24413.0,353.0,353.0
619,139.080,225.760,139.4,225.86,1081.68,23589.0,0.0,0.0
620,139.080,225.760,139.4,225.86,1081.68,23605.0,0.0,0.0
621,139.080,225.760,139.4,225.86,1081.68,24316.0,0.0,0.0
622,139.080,225.760,139.4,225.86,1081.68,24554.0,128.0,128.0
623,139.080,225.760,139.4,225.86,1081.68,22508.0,0.0,0.0
624,139.080,225.760,139.4,225.86,1081.68,24560.0,1162.0,1162.0
625,139.080,225.760,139.4,225.86,1081.68,23874.0,291.0,291.0
626,139.080,225.760,139.4,225.86,1081.68,22838.0,63.0,63.0
627,139.080,225.760,139.4,225.86,1081.68,24264.0,0.0,0.0
628,139.080,225.760,139.4,225.86,1081.68,23769.0,230.0,230.0
629,139.080,225.760,139.4,225.86,1081.68,25314.0,1302.0,1302.0
630,139.080,225.760,139.4,225.86,1081.68,24027.0,0.0,0.0
631,139.080,225.760,139.4,225.86,1081.68,24405.0,920.0,920.0
632,139.080,225.760,139.4,225.86,1081.68,23706.0,0.0,0.0
633,139.080,225.760,139.4,225.86,1081.68,22040.0,0.0,0.0
634,139.080,225.760,139.4,225.86,1081.68,25573.0,776.0,776.0
635,139.080,225.760,139.4,225.86,1081.68,22639.0,0.0,0.0
636,139.080,225.760,139.4,225.86,1081.68,24567.0,0.0,0.0
637,139.080,225.760,139.4,225.86,1081.68,25319.0,1196.0,1196.0
638,139.080,225.760,139.4,225.86,1081.68,23295.0,0.0,0.0
639,139.080,225.760,139.4,225.86,1081.68,22858.0,0.0,0.0
640,139.080,225.760,139.4,225.86,1081.68,27141.0,1487.0,1487.0
641,139.080,225.760,139.4,225.86,1081.68,24511.0,430.0,430.0
642,139.080,225.760,139.4,225.86,1081.68,25656.0,884.0,884.0
643,139.080,225.760,139.4,225.86,1081.68,23498.0,0.0,0.0
644,139.080,225.760,139.4,225.86,1081.68,24628.0,285.0,285.0
645,139.080,225.760,139.4,225.86,1081.68,24999.0,944.0,944.0
646,139.080,225.760,139.4,225.86,1081.68,23860.0,0.0,0.0
647,139.080,225.760,139.4,225.86,1081.68,25446.0,1515.0,1515.0
648,139.080,225.760,139.4,225.86,1081.68,22587.0,0.0,0.0
649,139.080,225.760,139.4,225.86,1081.68,25127.0,1393.0,1393.0
650,139.080,225.760,139.4,225.86,1081.68,25393.0,1023.0,1023.0
651,139.080,225.760,139.4,225.86,1081.68,25068.0,1034.0,1034.0
652,139.080,225.760,139.4,225.86,1081.68,24403.0,0.0,0.0
653,139.080,225.760,139.4,225.86,1081.68,24395.0,0.0,0.0
654,139.080,225.760,139.4,225.86,1081.68,24059.0,0.0,0.0
655,139.080,225.760,139.4,225.86,1081.68,24023.0,0.0,0.0
656,139.080,225.760,139.4,225.86,1081.68,25015.0,484.0,484.0
657,139.080,225.760,139.4,225.86,1081.68,24256.0,98.0,98.0
658,139.080,225.760,139.4,225.86,1081.68,25615.0,861.0,861.0
659,139.080,225.760,139.4,225.86,1081.68,21653.0,0.0,0.0
660,139.080,225.760,139.4,225.86,1081.68,22614.0,0.0,0.0
661,139.080,225.760,139.4,225.86,1081.68,23576.0,22.0,22.0
662,139.080,225.760,139.4,225.86,1081.68,23231.0,0.0,0.0
663,139.080,225.760,139.4,225.86,1081.68,23870.0,0.0,0.0
664,139.080,225.760,139.4,225.86,1081.68,24272.0,0.0,0.0
665,139.080,225.760,139.4,225.86,1081.68,24754.0,811.0,811.0
666,139.080,225.760,139.4,225.86,1081.68,23945.0,0.0,0.0
667,139.080,225.760,139.4,225.86,1081.68,23789.0,51.0,51.0
668,139.080,225.760,139.4,225.86,1081.68,23125.0,0.0,0.0
669,139.080,225.760,139.4,225.86,1081.68,25290.0,0.0,0.0
670,139.080,225.760,139.4,225.86,1081.68,24341.0,0.0,0.0
671,139.080,225.760,139.4,225.86,1081.68,24889.0,595.0,595.0
672,139.080,225.760,139.4,225.86,1081.68,23962.0,779.0,779.0
673,139.080,225.760,139.4,225.86,1081.68,24987.0,454.0,454.0
674,139.080,225.760,139.4,225.86,1081.68,23298.0,0.0,0.0
675,139.080,225.760,139.4,225.86,1081.68,23723.0,0.0,0.0
676,139.080,225.760,139.4,225.86,1081.68,24176.0,0.0,0.0
677,139.080,225.760,139.4,225.86,1081.68,24797.0,215.0,215.0
678,139.080,225.760,139.4,225.86,1081.68,24799.0,0.0,0.0
679,139.080,225.760,139.4,225.86,1081.68,25325.0,870.0,870.0
680,139.080,225.760,139.4,225.86,1081.68,25868.0,760.0,760.0
681,139.080,225.760,139.4,225.86,1081.68,22675.0,0.0,0.0
682,139.080,225.760,139.4,225.86,1081.68,25331.0,781.0,781.0
683,139.080,225.760,139.4,225.86,1081.68,23499.0,0.0,0.0
684,139.080,225.760,139.4,225.86,1081.68,24505.0,775.0,775.0
685,139.080,225.760,139.4,225.86,1081.68,22640.0,0.0,0.0
686,139.080,225.760,139.4,225.86,1081.68,25455.0,1499.0,1499.0
687,139.080,225.760,139.4,225.86,1081.68,24542.0,266.0,266.0
688,139.080,225.760,139.4,225.86,1081.68,26078.0,1619.0,1619.0
689,139.080,225.760,139.4,225.86,1081.68,24273.0,635.0,635.0
690,139.080,225.760,139.4,225.86,1081.68,25249.0,610.0,610.0
691,139.080,225.760,139.4,225.86,1081.68,24175.0,69.0,69.0
692,139.080,225.760,139.4,225.86,1081.68,24266.0,629.0,629.0
693,139.080,225.760,139.4,225.86,1081.68,23286.0,0.0,0.0
694,139.080,225.760,139.4,225.86,1081.68,25057.0,898.0,898.0
695,139.080,225.760,139.4,225.86,1081.68,23069.0,0.0,0.0
696,139.080,225.760,139.4,225.86,1081.68,23282.0,7.0,7.0
697,139.080,225.760,139.4,225.86,1081.68,24208.0,9.0,9.0
698,139.080,225.760,139.4,225.86,1081.68,25794.0,758.0,758.0
699,139.080,225.760,139.4,225.86,1081.68,24619.0,611.0,611.0
700,139.080,225.760,139.4,225.86,1081.68,24609.0,816.0,816.0
701,139.080,225.760,139.4,225.86,1081.68,24633.0,963.0,963.0
702,139.080,225.760,139.4,225.86,1081.68,24195.0,0.0,0.0
703,139.080,225.760,139.4,225.86,1081.68,23362.0,0.0,0.0
704,139.080,225.760,139.4,225.86,1081.68,23098.0,0.0,0.0
705,139.080,225.760,139.4,225.86,1081.68,23973.0,0.0,0.0
706,139.080,225.760,139.4,225.86,1081.68,24288.0,594.0,594.0
707,139.080,225.760,139.4,225.86,1081.68,24635.0,434.0,434.0
708,139.080,225.760,139.4,225.86,1081.68,23713.0,239.0,239.0
709,139.080,225.760,139.4,225.86,1081.68,23186.0,167.0,167.0
710,139.080,225.760,139.4,225.86,1081.68,22939.0,0.0,0.0
711,139.080,225.760,139.4,225.86,1081.68,23531.0,0.0,0.0
712,139.080,225.760,139.4,225.86,1081.68,23970.0,198.0,198.0
713,139.080,225.760,139.4,225.86,1081.68,22588.0,0.0,0.0
714,139.080,225.760,139.4,225.86,1081.68,24314.0,0.0,0.0
715,139.080,225.760,139.4,225.86,1081.68,24339.0,491.0,491.0
716,139.080,225.760,139.4,225.86,1081.68,25792.0,1437.0,1437.0
717,139.080,225.760,139.4,225.86,1081.68,24837.0,539.0,539.0
718,139.080,225.760,139.4,225.86,1081.68,24609.0,962.0,962.0
719,139.080,225.760,139.4,225.86,1081.68,23987.0,0.0,0.0
720,139.080,225.760,139.4,225.86,1081.68,22501.0,0.0,0.0
721,139.080,225.760,139.4,225.86,1081.68,23755.0,158.0,158.0
722,139.080,225.760,139.4,225.86,1081.68,24509.0,0.0,0.0
723,139.080,225.760,139.4,225.86,1081.68,25681.0,721.0,721.0
724,139.080,225.760,139.4,225.86,1081.68,24893.0,851.0,851.0
725,139.080,225.760,139.4,225.86,1081.68,24780.0,331.0,331.0
726,139.080,225.760,139.4,225.86,1081.68,24696.0,580.0,580.0
727,139.080,225.760,139.4,225.86,1081.68,24160.0,0.0,0.0
728,139.080,225.760,139.4,225.86,1081.68,24181.0,363.0,363.0
729,139.080,225.760,139.4,225.86,1081.68,24643.0,796.0,796.0
730,139.080,225.760,139.4,225.86,1081.68,23340.0,0.0,0.0
731,139.080,225.760,139.4,225.86,1081.68,24005.0,83.0,83.0
732,139.080,225.760,139.4,225.86,1081.68,25130.0,1624.0,1624.0
733,139.080,225.760,139.4,225.86,1081.68,26535.0,1956.0,1956.0
734,139.080,225.760,139.4,225.86,1081.68,24855.0,542.0,542.0
735,139.080,225.760,139.4,225.86,1081.68,23626.0,655.0,655.0
736,139.080,225.760,139.4,225.86,1081.68,25146.0,623.0,623.0
737,139.080,225.760,139.4,225.86,1081.68,23404.0,0.0,0.0
738,139.080,225.760,139.4,225.86,1081.68,23415.0,0.0,0.0
739,139.080,225.760,139.4,225.86,1081.68,24658.0,456.0,456.0
740,139.080,225.760,139.4,225.86,1081.68,23889.0,11.0,11.0
741,139.080,225.760,139.4,225.86,1081.68,24553.0,476.0,476.0
742,139.080,225.760,139.4,225.86,1081.68,24659.0,177.0,177.0
743,139.080,225.760,139.4,225.86,1081.68,24200.0,421.0,421.0
744,139.080,225.760,139.4,225.86,1081.68,24744.0,428.0,428.0
745,139.080,225.760,139.4,225.86,1081.68,23575.0,0.0,0.0
746,139.080,225.760,139.4,225.86,1081.68,24878.0,856.0,856.0
747,139.080,225.760,139.4,225.86,1081.68,24236.0,925.0,925.0
748,139.080,225.760,139.4,225.86,1081.68,23400.0,589.0,589.0
749,139.080,225.760,139.4,225.86,1081.68,24565.0,783.0,783.0
750,139.080,225.760,139.4,225.86,1081.68,23711.0,0.0,0.0
751,139.080,225.760,139.4,225.86,1081.68,24005.0,329.0,329.0
752,139.080,225.760,139.4,225.86,1081.68,24584.0,191.0,191.0
753,139.080,225.760,139.4,225.86,1081.68,24360.0,0.0,0.0
754,139.080,225.760,139.4,225.86,1081.68,24196.0,0.0,0.0
755,139.080,225.760,139.4,225.86,1081.68,23386.0,0.0,0.0
756,139.080,225.760,139.4,225.86,1081.68,24645.0,595.0,595.0
757,139.080,225.760,139.4,225.86,1081.68,23363.0,0.0,0.0
758,139.080,225.760,139.4,225.86,1081.68,24801.0,914.0,914.0
759,139.080,225.760,139.4,225.86,1081.68,24550.0,0.0,0.0
760,139.080,225.760,139.4,225.86,1081.68,24026.0,821.0,821.0
761,139.080,225.760,139.4,225.86,1081.68,22680.0,143.0,143.0
762,139.080,225.760,139.4,225.86,1081.68,22886.0,0.0,0.0
763,139.080,225.760,139.4,225.86,1081.68,24405.0,0.0,0.0
764,139.080,225.760,139.4,225.86,1081.68,23885.0,0.0,0.0
765,139.080,225.760,139.4,225.86,1081.68,24940.0,1326.0,1326.0
766,139.080,225.760,139.4,225.86,1081.68,25495.0,1358.0,1358.0
767,139.080,225.760,139.4,225.86,1081.68,25280.0,603.0,603.0
768,139.080,225.760,139.4,225.86,1081.68,24701.0,36.0,36.0
769,139.080,225.760,139.4,225.86,1081.68,22455.0,0.0,0.0
770,139.080,225.760,139.4,225.86,1081.68,23692.0,0.0,0.0
771,139.080,225.760,139.4,225.86,1081.68,24115.0,45.0,45.0
772,139.080,225.760,139.4,225.86,1081.68,23601.0,0.0,0.0
773,139.080,225.760,139.4,225.86,1081.68,23334.0,0.0,0.0
