id,avg_x,avg_y,x,y,bg,Square_intensity,circular_intensity,Gaussian_intensity
665,135.110,203.230,134.94,202.97,1061.39,25292.0,266.0,266.0
666,135.110,203.230,134.94,202.97,1061.39,23789.0,0.0,0.0
667,135.110,203.230,134.94,202.97,1061.39,25257.0,0.0,0.0
668,135.110,203.230,134.94,202.97,1061.39,23433.0,0.0,0.0
669,135.110,203.230,134.94,202.97,1061.39,24164.0,791.0,791.0
670,135.110,203.230,134.94,202.97,1061.39,24957.0,0.0,0.0
671,135.110,203.230,134.94,202.97,1061.39,23289.0,0.0,0.0
672,135.110,203.230,134.94,202.97,1061.39,22957.0,0.0,0.0
673,135.110,203.230,134.94,202.97,1061.39,23587.0,0.0,0.0
674,135.110,203.230,134.94,202.97,1061.39,25336.0,1019.0,1019.0
675,135.110,203.230,134.94,202.97,1061.39,23087.0,0.0,0.0
676,135.110,203.230,134.94,202.97,1061.39,23456.0,0.0,0.0
677,135.110,203.230,134.94,202.97,1061.39,24744.0,0.0,0.0
678,135.110,203.230,134.94,202.97,1061.39,26552.0,1655.0,1655.0
679,135.110,203.230,134.94,202.97,1061.39,23061.0,0.0,0.0
680,135.110,203.230,134.94,202.97,1061.39,24981.0,0.0,0.0
681,135.110,203.230,134.94,202.97,1061.39,24396.0,0.0,0.0
682,135.110,203.230,134.94,202.97,1061.39,27249.0,1483.0,1483.0
683,135.110,203.230,134.94,202.97,1061.39,23507.0,0.0,0.0
684,135.110,203.230,134.94,202.97,1061.39,24193.0,210.0,210.0
685,135.110,203.230,134.94,202.97,1061.39,23578.0,0.0,0.0
686,135.110,203.230,134.94,202.97,1061.39,23166.0,0.0,0.0
687,135.110,203.230,134.94,202.97,1061.39,24716.0,637.0,637.0
688,135.110,203.230,134.94,202.97,1061.39,25120.0,305.0,305.0
689,135.110,203.230,134.94,202.97,1061.39,24891.0,119.0,119.0
690,135.110,203.230,134.94,202.97,1061.39,25954.0,606.0,606.0
691,135.110,203.230,134.94,202.97,1061.39,24450.0,0.0,0.0
692,135.110,203.230,134.94,202.97,1061.39,23320.0,0.0,0.0
693,135.110,203.230,134.94,202.97,1061.39,24518.0,0.0,0.0
694,135.110,203.230,134.94,202.97,1061.39,23726.0,0.0,0.0
695,135.110,203.230,134.94,202.97,1061.39,23211.0,0.0,0.0
696,135.110,203.230,134.94,202.97,1061.39,23333.0,0.0,0.0
697,135.110,203.230,134.94,202.97,1061.39,23794.0,0.0,0.0
698,135.110,203.230,134.94,202.97,1061.39,23462.0,0.0,0.0
699,135.110,203.230,134.94,202.97,1061.39,24193.0,198.0,198.0
700,135.110,203.230,134.94,202.97,1061.39,24579.0,559.0,559.0
701,135.110,203.230,134.94,202.97,1061.39,24810.0,807.0,807.0
702,135.110,203.230,134.94,202.97,1061.39,24907.0,448.0,448.0
