frame,Time [s],CH1,BGND1,CH2,BGND2,intensity
0,0.0,11940,13339,62278,55803,-1399
1,0.052,11676,12921,61917,55887,-1245
2,0.103,11025,13089,61791,55887,-2064
3,0.155,13050,12539,62054,55055,511
4,0.207,11667,12545,61295,55941,-878
5,0.259,11064,12569,60654,55330,-1505
6,0.31,11799,12796,59484,56163,-997
7,0.362,12726,13041,59835,54959,-315
8,0.414,12123,12975,62592,55246,-852
9,0.466,12058,12951,61158,55324,-893
10,0.517,11208,13118,59386,55534,-1910
11,0.569,13998,13626,59746,55264,372
12,0.621,14812,13435,61541,54983,1377
13,0.673,12199,12927,62523,56037,-728
14,0.724,12124,12551,60734,55833,-427
15,0.776,11663,12229,63663,55558,-566
16,0.828,12910,12545,63271,55618,365
17,0.88,13611,13059,60974,55612,552
18,0.931,12083,13160,61588,55312,-1077
19,0.983,12471,12468,62563,55660,3
20,1.035,12979,12790,62121,55252,189
21,1.087,14462,13130,61120,55007,1332
22,1.138,15116,13441,61529,54863,1675
23,1.19,11917,13298,60712,54881,-1381
24,1.242,12694,12838,59992,55588,-144
25,1.294,12981,12874,61491,55354,107
26,1.345,13157,13041,61738,55109,116
27,1.397,12452,11996,62336,54959,456
28,1.449,13026,12294,62710,56037,732
29,1.501,12174,12265,58495,54468,-91
30,1.552,12116,12217,62118,55384,-101
31,1.604,12776,12951,59296,55378,-175
32,1.656,13109,12306,61273,55133,803
33,1.707,11891,12187,62087,55079,-296
34,1.759,11258,12223,62374,55169,-965
35,1.811,11272,11936,61783,54486,-664
36,1.863,10826,11560,63356,55797,-734
37,1.914,11328,11453,60210,54971,-125
38,1.966,10813,11584,60465,55372,-771
39,2.018,12242,11823,60080,55606,419
40,2.07,11619,11877,61120,55480,-258
41,2.121,10991,11405,61824,55672,-414
42,2.173,12529,11805,63268,54504,724
43,2.225,10996,11500,62121,55480,-504
44,2.277,11177,11763,60256,55534,-586
45,2.328,10784,11267,61735,55180,-483
46,2.38,10942,11572,61048,55492,-630
47,2.432,10506,11405,62635,55756,-899
48,2.484,11523,11638,64080,55157,-115
49,2.535,11086,11130,61050,55576,-44
50,2.587,12185,11679,61600,54929,506
51,2.639,12664,11620,62362,55270,1044
52,2.691,12351,11721,59955,55180,630
53,2.742,12561,11124,60921,55408,1437
54,2.794,11519,11148,61555,55522,371
55,2.846,10688,11620,60885,55145,-932
56,2.898,11578,11662,61274,55522,-84
57,2.949,10795,11118,60422,54923,-323
58,3.001,11261,11333,60368,54468,-72
59,3.053,12316,11948,61448,54905,368
60,3.105,11560,11650,61330,54695,-90
61,3.156,10503,11638,61189,55474,-1135
62,3.208,12101,11578,61523,55456,523
63,3.26,12381,11924,60633,55420,457
64,3.311,11936,12306,59392,55660,-370
65,3.363,13552,12050,60351,55121,1502
66,3.415,11633,11644,58832,55768,-11
67,3.467,12092,12300,62338,55318,-208
68,3.518,12039,11966,59914,55875,73
69,3.57,12761,11345,61347,55103,1416
70,3.622,11057,11106,61404,55037,-49
71,3.674,11481,11023,60374,56055,458
72,3.725,10145,11106,59234,55809,-961
73,3.777,10659,10927,64178,54989,-268
74,3.829,10851,11393,60536,55612,-542
75,3.881,10969,11465,60897,55588,-496
76,3.932,10548,11041,60736,55923,-493
77,3.984,11338,11512,60605,54899,-174
78,4.036,11664,11781,62935,55139,-117
79,4.088,10658,11387,60347,55678,-729
80,4.139,11308,11261,63367,55240,47
81,4.191,9258,11327,62644,55109,-2069
82,4.243,11198,11996,60943,55037,-798
83,4.295,10723,11691,60914,56079,-968
84,4.346,10612,11399,61334,55666,-787
85,4.398,11102,11417,59966,55372,-315
86,4.45,11929,11721,63563,55935,208
87,4.502,11724,12450,60812,55025,-726
88,4.553,10591,11865,62655,56169,-1274
89,4.605,11338,12026,62504,55911,-688
90,4.657,11388,11888,63116,55432,-500
91,4.709,11230,11650,59959,54743,-420
92,4.76,11123,11972,60619,55031,-849
93,4.812,10353,11703,65024,55486,-1350
94,4.864,10483,11620,61664,55055,-1137
95,4.915,10490,12157,61071,54821,-1667
96,4.967,10522,11733,60145,55774,-1211
97,5.019,9815,11058,61842,56097,-1243
98,5.071,10148,11662,60186,55210,-1514
99,5.122,11643,11709,61736,56067,-66
100,5.174,11712,12306,62459,55157,-594
101,5.226,10852,11829,62256,56157,-977
102,5.278,10888,11877,62356,56462,-989
103,5.329,12733,12241,61983,55570,492
104,5.381,10899,12038,59858,55282,-1139
105,5.433,11813,12300,59766,55438,-487
106,5.485,10744,11811,59118,56133,-1067
107,5.536,12286,12814,62519,55498,-528
108,5.588,11184,11656,61403,54587,-472
109,5.64,10360,11309,63981,55318,-949
110,5.692,10763,11393,62888,54959,-630
111,5.743,10556,11470,62271,55312,-914
112,5.795,11343,12038,61310,54923,-695
113,5.847,11342,12289,60089,54360,-947
114,5.899,11181,12223,60319,55486,-1042
115,5.95,10302,11805,60451,56145,-1503
116,6.002,10488,11345,60508,55133,-857
117,6.054,10183,11100,63730,55546,-917
118,6.106,10793,11656,64046,55732,-863
119,6.157,10861,11118,62569,55228,-257
120,6.209,11535,11100,60669,55240,435
121,6.261,10374,11327,60000,56133,-953
122,6.313,11095,11112,62028,54779,-17
123,6.364,10636,11399,62410,55378,-763
124,6.416,11353,11644,62391,55708,-291
125,6.468,10411,11596,63547,54611,-1185
126,6.519,10947,11811,61524,55097,-864
127,6.571,10587,11853,62362,55887,-1266
