frame,Time [s],CH1,BGND1,CH2,BGND2,intensity
0,0.0,18075,12385,41167,41004,5690
1,0.052,16341,12025,42219,40840,4316
2,0.103,16968,12001,41433,41047,4967
3,0.155,15247,12007,43187,40396,3240
4,0.207,16397,12111,41555,40736,4286
5,0.259,17039,12056,41960,40894,4983
6,0.31,16131,12184,40508,40371,3947
7,0.362,16697,12409,39506,40761,4288
8,0.414,17116,12056,40203,40475,5060
9,0.466,17755,12354,41423,40487,5401
10,0.517,16529,12628,41050,40304,3901
11,0.569,18968,12829,42730,41241,6139
12,0.621,16050,12652,41096,40164,3398
13,0.673,16495,12299,42137,40554,4196
14,0.724,19424,12311,41571,40645,7113
15,0.776,18969,12074,41107,40432,6895
16,0.828,17014,12348,40319,40724,4666
17,0.88,18832,12196,41315,40359,6636
18,0.931,17503,12324,40441,40730,5179
19,0.983,16207,12147,40383,40463,4060
20,1.035,15561,12555,40719,40335,3006
21,1.087,13711,12458,42409,39860,1253
22,1.138,15422,12342,42861,41150,3080
23,1.19,16478,12342,43355,41101,4136
24,1.242,15872,12360,42264,40767,3512
25,1.294,17378,12238,42018,41266,5140
26,1.345,15962,12068,39878,40913,3894
27,1.397,16840,11873,39546,39818,4967
28,1.449,15476,12153,40801,40110,3323
29,1.501,17516,12104,41109,40907,5412
30,1.552,18970,12311,42253,40882,6659
31,1.604,17392,12190,42736,41296,5202
32,1.656,14740,11977,40409,40821,2763
33,1.707,15319,12074,41496,40785,3245
34,1.759,16531,12366,41111,40067,4165
35,1.811,17240,12214,42367,41345,5026
36,1.863,16983,12488,42741,40481,4495
37,1.914,16663,12324,40708,40225,4339
38,1.966,17595,12415,40042,40463,5180
39,2.018,17736,12482,41720,40024,5254
40,2.07,17211,11989,39503,40578,5222
41,2.121,15638,12293,39633,41205,3345
42,2.173,15689,11940,43344,40864,3749
43,2.225,19126,12610,40551,40426,6516
44,2.277,17947,12153,42219,41138,5794
45,2.328,16793,12531,40613,40444,4262
46,2.38,15372,12445,39826,40669,2927
47,2.432,17505,12220,42989,40974,5285
48,2.484,17553,11776,43454,40560,5777
49,2.535,15512,11977,41018,40371,3535
50,2.587,16589,12037,41977,41205,4552
51,2.639,17555,12178,41686,40773,5377
52,2.691,17206,12445,43076,41205,4761
53,2.742,21981,12659,42281,39939,9322
54,2.794,17854,12397,41857,40371,5457
55,2.846,15562,12098,43359,40584,3464
56,2.898,15352,12001,40350,40456,3351
57,2.949,15158,11824,42264,41016,3334
58,3.001,14315,11904,40938,40566,2411
59,3.053,19635,12305,40612,40170,7330
60,3.105,15853,12464,42264,40456,3389
61,3.156,15900,12311,40729,40870,3589
62,3.208,17024,12476,43179,40371,4548
63,3.26,15328,12397,40418,39988,2931
64,3.311,18800,12281,41269,41004,6519
65,3.363,15730,12037,40827,41424,3693
66,3.415,14981,11897,43295,40663,3084
67,3.467,12906,12269,39887,40444,637
68,3.518,14982,12756,42082,41040,2226
69,3.57,13446,12452,40584,40675,994
70,3.622,13269,12281,41570,40876,988
71,3.674,13256,12677,40632,40511,579
72,3.725,13572,12245,40897,40548,1327
73,3.777,13374,12074,39522,40888,1300
74,3.829,13585,12488,39533,40894,1097
75,3.881,15605,12445,39514,40024,3160
76,3.932,15448,12872,41439,40517,2576
77,3.984,12639,12519,42866,41083,120
78,4.036,12606,12786,41875,40669,-180
79,4.088,13368,12226,40696,40329,1142
80,4.139,13385,11983,41575,40493,1402
81,4.191,12869,12543,42882,40116,326
82,4.243,13386,12068,41408,39501,1318
83,4.295,13714,12013,42210,41436,1701
84,4.346,15914,12366,41297,40901,3548
85,4.398,14413,12086,40137,41083,2327
86,4.45,13373,12628,41304,40888,745
87,4.502,12890,12385,41166,40773,505
