frame,Time [s],CH1,BGND1,CH2,BGND2,intensity
0,0.0,6492,6568,19089,18919,-76
1,0.052,5697,6611,18133,19050,-914
2,0.103,6544,6568,19953,19032,-24
3,0.155,6976,6684,19257,19121,292
4,0.207,6801,6459,19376,19174,342
5,0.259,6349,6544,18927,19210,-195
6,0.31,6738,6769,18934,19352,-31
7,0.362,6116,6526,19093,19144,-410
8,0.414,6541,6477,19528,19198,64
9,0.466,6308,6532,17972,18913,-224
10,0.517,6883,6556,19637,19316,327
11,0.569,6634,6556,18817,19186,78
12,0.621,6339,6702,19072,19423,-363
13,0.673,7314,6611,18069,18978,703
14,0.724,6564,6477,19371,19014,87
15,0.776,6681,6745,18637,18943,-64
16,0.828,6680,6489,18714,18925,191
17,0.88,6158,6550,19734,19186,-392
18,0.931,6465,6483,18735,19020,-18
19,0.983,6989,6404,19163,19310,585
20,1.035,6203,6331,20596,18896,-128
21,1.087,6393,6441,18725,18694,-48
22,1.138,6631,6319,19218,19192,312
23,1.19,6353,6343,18997,19150,10
24,1.242,6444,6410,18795,18801,34
25,1.294,6441,6471,19351,19103,-30
26,1.345,6839,6654,18710,18978,185
27,1.397,7113,6416,18237,18955,697
28,1.449,7094,6483,18598,19399,611
29,1.501,6474,6538,18147,19008,-64
30,1.552,6982,6544,18356,18925,438
31,1.604,6324,6307,18322,19204,17
32,1.656,6270,6526,17373,19067,-256
33,1.707,6455,6599,18853,19245,-144
34,1.759,6859,6629,19182,19115,230
35,1.811,6879,6441,18763,19032,438
36,1.863,7166,6435,18620,19138,731
37,1.914,6689,6398,18490,19334,291
38,1.966,5614,6240,19089,19103,-626
39,2.018,6329,6380,18023,19032,-51
40,2.07,7028,6550,18014,19056,478
41,2.121,5833,6550,19653,19085,-717
42,2.173,6163,6477,18238,19085,-314
43,2.225,5893,6270,20122,19215,-377
44,2.277,6623,6593,19344,18718,30
45,2.328,6703,6514,18081,19328,189
46,2.38,6405,6520,20317,19227,-115
47,2.432,5964,6386,18914,19002,-422
48,2.484,6396,6416,18888,19067,-20
49,2.535,6695,6398,20342,19121,297
50,2.587,6981,6441,19698,19257,540
51,2.639,6737,6349,19010,18818,388
52,2.691,6537,6356,20290,19227,181
53,2.742,6804,6483,20209,18765,321
54,2.794,6887,6544,19568,18896,343
55,2.846,6760,6489,18637,19085,271
56,2.898,7162,6301,18793,18789,861
57,2.949,7106,6641,17778,18961,465
58,3.001,6162,6757,19627,19008,-595
