frame,Time [s],CH1,BGND1,CH2,BGND2,intensity
0,0.0,11437,10573,29082,30503,864
1,0.052,10991,10268,32318,30951,723
2,0.103,11482,10352,30480,30824,1130
3,0.155,11490,10346,30681,30745,1144
4,0.207,11767,10346,32668,30485,1421
5,0.259,11702,10268,32032,30697,1434
6,0.31,15058,10352,29807,30612,4706
7,0.362,13685,10435,30474,30667,3250
8,0.414,14647,10531,29909,30618,4116
9,0.466,15779,10388,30751,31024,5391
10,0.517,12400,10531,31614,30497,1869
11,0.569,13485,10202,31760,30782,3283
12,0.621,14812,10507,30673,30697,4305
13,0.673,13701,10465,30239,30182,3236
14,0.724,15066,10412,29988,30636,4654
15,0.776,15740,10543,31076,30297,5197
16,0.828,14321,10507,32753,30449,3814
17,0.88,14910,10244,30770,30267,4666
18,0.931,14138,10567,29872,30206,3571
19,0.983,14212,10232,29160,30860,3980
20,1.035,15116,10226,30688,30237,4890
21,1.087,14442,10142,29651,31006,4300
22,1.138,13207,10262,29267,30600,2945
23,1.19,13782,10160,29176,30382,3622
24,1.242,15983,10400,30928,30358,5583
25,1.294,16012,10292,31158,31030,5720
26,1.345,12827,10106,30632,30370,2721
27,1.397,14791,10406,30495,30231,4385
28,1.449,14005,9878,29380,30582,4127
29,1.501,13792,10334,30533,30219,3458
30,1.552,14838,10298,29074,30067,4540
31,1.604,13845,10178,29768,30449,3667
32,1.656,14724,10262,31372,30473,4462
33,1.707,14886,10316,31591,30424,4570
34,1.759,13781,10262,31497,29970,3519
35,1.811,14374,10214,29599,30110,4160
36,1.863,14300,9974,30725,30830,4326
37,1.914,13532,10280,28640,30515,3252
38,1.966,14621,10136,29520,30291,4485
39,2.018,14427,9992,30177,30249,4435
40,2.07,13950,10148,29101,30564,3802
41,2.121,14459,10292,30487,30219,4167
42,2.173,14730,10178,29176,29855,4552
43,2.225,11481,10010,31045,30533,1471
44,2.277,12455,10052,30855,30648,2403
45,2.328,12520,9938,29950,30539,2582
46,2.38,14580,10202,30705,30158,4378
47,2.432,14000,9986,31411,30176,4014
48,2.484,10976,9932,30835,30225,1044
49,2.535,11631,10028,29786,30503,1603
50,2.587,12737,9968,28533,30019,2769
51,2.639,12162,10016,30851,30176,2146
52,2.691,14865,10076,30505,30479,4789
53,2.742,14249,10010,31551,30430,4239
54,2.794,14085,10094,29499,30116,3991
55,2.846,12579,9896,30513,30430,2683
56,2.898,13713,9806,29786,30558,3907
57,2.949,11814,9902,28623,30533,1912
58,3.001,11408,9860,28728,30170,1548
59,3.053,13451,10453,30548,30237,2998
60,3.105,10957,9777,31808,30358,1180
61,3.156,14088,9842,31101,30388,4246
62,3.208,14969,10064,29924,30013,4905
63,3.26,13947,10142,32174,30382,3805
64,3.311,14449,10130,28238,29692,4319
65,3.363,12822,10178,32484,30158,2644
66,3.415,14093,9992,28380,30473,4101
67,3.467,14394,9824,30072,30091,4570
68,3.518,15873,9980,28815,29922,5893
69,3.57,14741,10214,29059,30158,4527
70,3.622,15329,10052,30837,30164,5277
71,3.674,15333,9956,30776,30539,5377
72,3.725,12727,9914,30346,30455,2813
73,3.777,14009,10058,29341,30255,3951
74,3.829,14829,10082,29827,29886,4747
75,3.881,14568,9920,29426,30291,4648
76,3.932,14467,9878,29255,29922,4589
77,3.984,10909,9459,31005,29964,1450
78,4.036,11125,9687,28692,30134,1438
79,4.088,11264,9771,29995,29964,1493
80,4.139,12600,9806,28718,30527,2794
81,4.191,13248,9759,29299,29886,3489
82,4.243,10517,9543,30790,30170,974
83,4.295,11997,9735,30205,30188,2262
84,4.346,11065,9777,29594,30055,1288
85,4.398,13745,9777,31236,30279,3968
