id,avg_x,avg_y,x,y,bg,Square_intensity,circular_intensity,Gaussian_intensity
519,132.840,154.640,132.72,154.73,1249.54,36213.0,9774.0,9774.0
520,132.840,154.640,132.72,154.73,1249.54,33007.0,6840.0,6840.0
521,132.840,154.640,132.72,154.73,1249.54,36095.0,9563.0,9563.0
522,132.840,154.640,132.72,154.73,1249.54,37687.0,9728.0,9728.0
523,132.840,154.640,132.72,154.73,1249.54,31612.0,5310.0,5310.0
524,132.840,154.640,132.72,154.73,1249.54,35545.0,8798.0,8798.0
525,132.840,154.640,132.72,154.73,1249.54,33679.0,7450.0,7450.0
526,132.840,154.640,132.72,154.73,1249.54,30902.0,4990.0,4990.0
527,132.840,154.640,132.72,154.73,1249.54,29937.0,4176.0,4176.0
528,132.840,154.640,132.72,154.73,1249.54,30698.0,4980.0,4980.0
529,132.840,154.640,132.72,154.73,1249.54,33895.0,7644.0,7644.0
530,132.840,154.640,132.72,154.73,1249.54,31969.0,5787.0,5787.0
531,132.840,154.640,132.72,154.73,1249.54,34919.0,8207.0,8207.0
532,132.840,154.640,132.72,154.73,1249.54,34980.0,7801.0,7801.0
533,132.840,154.640,132.72,154.73,1249.54,34864.0,8347.0,8347.0
534,132.840,154.640,132.72,154.73,1249.54,38483.0,12196.0,12196.0
535,132.840,154.640,132.72,154.73,1249.54,34215.0,8043.0,8043.0
536,132.840,154.640,132.72,154.73,1249.54,36434.0,9378.0,9378.0
537,132.840,154.640,132.72,154.73,1249.54,37844.0,11747.0,11747.0
538,132.840,154.640,132.72,154.73,1249.54,34795.0,6834.0,6834.0
539,132.840,154.640,132.72,154.73,1249.54,34995.0,7721.0,7721.0
540,132.840,154.640,132.72,154.73,1249.54,38860.0,11005.0,11005.0
541,132.840,154.640,132.72,154.73,1249.54,35548.0,8725.0,8725.0
542,132.840,154.640,132.72,154.73,1249.54,31440.0,5545.0,5545.0
543,132.840,154.640,132.72,154.73,1249.54,33366.0,6543.0,6543.0
544,132.840,154.640,132.72,154.73,1249.54,31538.0,4980.0,4980.0
545,132.840,154.640,132.72,154.73,1249.54,35998.0,8654.0,8654.0
546,132.840,154.640,132.72,154.73,1249.54,30455.0,5433.0,5433.0
547,132.840,154.640,132.72,154.73,1249.54,31224.0,5257.0,5257.0
548,132.840,154.640,132.72,154.73,1249.54,32879.0,7276.0,7276.0
549,132.840,154.640,132.72,154.73,1249.54,31079.0,4794.0,4794.0
550,132.840,154.640,132.72,154.73,1249.54,32378.0,5765.0,5765.0
551,132.840,154.640,132.72,154.73,1249.54,32984.0,5560.0,5560.0
552,132.840,154.640,132.72,154.73,1249.54,31211.0,3570.0,3570.0
553,132.840,154.640,132.72,154.73,1249.54,31814.0,5364.0,5364.0
554,132.840,154.640,132.72,154.73,1249.54,29165.0,3139.0,3139.0
555,132.840,154.640,132.72,154.73,1249.54,37919.0,10598.0,10598.0
556,132.840,154.640,132.72,154.73,1249.54,34408.0,7032.0,7032.0
557,132.840,154.640,132.72,154.73,1249.54,36472.0,9765.0,9765.0
558,132.840,154.640,132.72,154.73,1249.54,37510.0,9754.0,9754.0
559,132.840,154.640,132.72,154.73,1249.54,36791.0,9567.0,9567.0
560,132.840,154.640,132.72,154.73,1249.54,36307.0,8854.0,8854.0
561,132.840,154.640,132.72,154.73,1249.54,37553.0,10496.0,10496.0
562,132.840,154.640,132.72,154.73,1249.54,33337.0,7036.0,7036.0
563,132.840,154.640,132.72,154.73,1249.54,35518.0,9865.0,9865.0
564,132.840,154.640,132.72,154.73,1249.54,34931.0,8548.0,8548.0
565,132.840,154.640,132.72,154.73,1249.54,33941.0,8719.0,8719.0
566,132.840,154.640,132.72,154.73,1249.54,35282.0,8493.0,8493.0
567,132.840,154.640,132.72,154.73,1249.54,31202.0,4588.0,4588.0
568,132.840,154.640,132.72,154.73,1249.54,31290.0,5101.0,5101.0
569,132.840,154.640,132.72,154.73,1249.54,34215.0,8084.0,8084.0
570,132.840,154.640,132.72,154.73,1249.54,39184.0,11484.0,11484.0
571,132.840,154.640,132.72,154.73,1249.54,37134.0,10163.0,10163.0
572,132.840,154.640,132.72,154.73,1249.54,36695.0,9581.0,9581.0
573,132.840,154.640,132.72,154.73,1249.54,39109.0,11767.0,11767.0
574,132.840,154.640,132.72,154.73,1249.54,33512.0,8313.0,8313.0
575,132.840,154.640,132.72,154.73,1249.54,38442.0,10880.0,10880.0
576,132.840,154.640,132.72,154.73,1249.54,33060.0,7619.0,7619.0
577,132.840,154.640,132.72,154.73,1249.54,34961.0,7680.0,7680.0
578,132.840,154.640,132.72,154.73,1249.54,33831.0,7256.0,7256.0
579,132.840,154.640,132.72,154.73,1249.54,33155.0,7081.0,7081.0
580,132.840,154.640,132.72,154.73,1249.54,34519.0,8776.0,8776.0
581,132.840,154.640,132.72,154.73,1249.54,42810.0,13899.0,13899.0
582,132.840,154.640,132.72,154.73,1249.54,41078.0,13920.0,13920.0
583,132.840,154.640,132.72,154.73,1249.54,38418.0,11234.0,11234.0
584,132.840,154.640,132.72,154.73,1249.54,38031.0,11464.0,11464.0
585,132.840,154.640,132.72,154.73,1249.54,37880.0,10811.0,10811.0
586,132.840,154.640,132.72,154.73,1249.54,37186.0,10331.0,10331.0
587,132.840,154.640,132.72,154.73,1249.54,34590.0,8065.0,8065.0
588,132.840,154.640,132.72,154.73,1249.54,34547.0,8110.0,8110.0
589,132.840,154.640,132.72,154.73,1249.54,37250.0,10069.0,10069.0
590,132.840,154.640,132.72,154.73,1249.54,32329.0,6059.0,6059.0
591,132.840,154.640,132.72,154.73,1249.54,32326.0,5738.0,5738.0
592,132.840,154.640,132.72,154.73,1249.54,33600.0,6839.0,6839.0
593,132.840,154.640,132.72,154.73,1249.54,31459.0,5333.0,5333.0
594,132.840,154.640,132.72,154.73,1249.54,33756.0,7582.0,7582.0
595,132.840,154.640,132.72,154.73,1249.54,34012.0,8641.0,8641.0
596,132.840,154.640,132.72,154.73,1249.54,36366.0,10001.0,10001.0
597,132.840,154.640,132.72,154.73,1249.54,40705.0,12645.0,12645.0
598,132.840,154.640,132.72,154.73,1249.54,36213.0,9476.0,9476.0
599,132.840,154.640,132.72,154.73,1249.54,40235.0,12760.0,12760.0
600,132.840,154.640,132.72,154.73,1249.54,41198.0,13169.0,13169.0
601,132.840,154.640,132.72,154.73,1249.54,39673.0,12541.0,12541.0
602,132.840,154.640,132.72,154.73,1249.54,40691.0,13920.0,13920.0
603,132.840,154.640,132.72,154.73,1249.54,43512.0,16159.0,16159.0
604,132.840,154.640,132.72,154.73,1249.54,40194.0,12182.0,12182.0
605,132.840,154.640,132.72,154.73,1249.54,38154.0,11166.0,11166.0
606,132.840,154.640,132.72,154.73,1249.54,40630.0,13046.0,13046.0
607,132.840,154.640,132.72,154.73,1249.54,37933.0,11278.0,11278.0
608,132.840,154.640,132.72,154.73,1249.54,40320.0,12246.0,12246.0
609,132.840,154.640,132.72,154.73,1249.54,38250.0,11416.0,11416.0
610,132.840,154.640,132.72,154.73,1249.54,42117.0,14104.0,14104.0
611,132.840,154.640,132.72,154.73,1249.54,40770.0,13855.0,13855.0
612,132.840,154.640,132.72,154.73,1249.54,40672.0,12642.0,12642.0
613,132.840,154.640,132.72,154.73,1249.54,37450.0,10181.0,10181.0
614,132.840,154.640,132.72,154.73,1249.54,37997.0,10652.0,10652.0
615,132.840,154.640,132.72,154.73,1249.54,42275.0,13516.0,13516.0
616,132.840,154.640,132.72,154.73,1249.54,39327.0,12790.0,12790.0
617,132.840,154.640,132.72,154.73,1249.54,43033.0,14757.0,14757.0
618,132.840,154.640,132.72,154.73,1249.54,40930.0,13933.0,13933.0
619,132.840,154.640,132.72,154.73,1249.54,44756.0,16574.0,16574.0
620,132.840,154.640,132.72,154.73,1249.54,45712.0,18464.0,18464.0
621,132.840,154.640,132.72,154.73,1249.54,44912.0,17117.0,17117.0
622,132.840,154.640,132.72,154.73,1249.54,39767.0,12109.0,12109.0
623,132.840,154.640,132.72,154.73,1249.54,39064.0,12913.0,12913.0
624,132.840,154.640,132.72,154.73,1249.54,38483.0,11672.0,11672.0
625,132.840,154.640,132.72,154.73,1249.54,39504.0,12846.0,12846.0
626,132.840,154.640,132.72,154.73,1249.54,38105.0,11756.0,11756.0
627,132.840,154.640,132.72,154.73,1249.54,40484.0,12820.0,12820.0
628,132.840,154.640,132.72,154.73,1249.54,41978.0,14721.0,14721.0
629,132.840,154.640,132.72,154.73,1249.54,46437.0,18306.0,18306.0
630,132.840,154.640,132.72,154.73,1249.54,45214.0,16950.0,16950.0
631,132.840,154.640,132.72,154.73,1249.54,42799.0,15507.0,15507.0
632,132.840,154.640,132.72,154.73,1249.54,42708.0,15512.0,15512.0
633,132.840,154.640,132.72,154.73,1249.54,47546.0,18282.0,18282.0
