1,151.45,207.5,2634,402.54,0.44,-1,0,1,3.03,0.19
2,151.27,207.57,1186.02,231.35,1.01,-1,0,1,1.88,0.18
3,151.43,207.48,2982,375.71,0.45,-1,0,1,2.14,0.13
4,151.45,207.61,3610,493.09,0.42,-1,0,1,2.22,0.15
5,151.32,207.55,2063.98,378.68,0.72,-1,0,1,-3.07,0.13
6,151.43,207.48,1476.06,377.82,0.58,-1,0,1,-2.26,0.15
7,151.3,207.55,1619.19,185.93,0.71,-1,0,1,2.25,0.28
8,151.55,207.67,1388.12,425.12,0.65,-1,0,1,-3.04,0.41
9,151.19,207.85,1405.56,107.05,0.93,-1,0,1,-2.77,0.46
10,151.62,207.68,1139.74,503.44,0.49,-1,0,1,2.99,0.52
11,151.1,207.68,1173.79,130.7,0.91,-1,0,1,-3.11,0.35
12,151.44,207.63,2363.34,487.71,0.37,-1,0,1,0.01,0.31
13,151.14,207.67,1624.22,547.97,0.39,-1,0,1,2.6,0.1
14,151.04,207.68,1697.29,468.25,0.52,-1,0,1,0.01,0.16
15,151.17,207.58,1131.29,84.26,1.05,-1,0,1,-2.22,0.07
16,151.22,207.54,1523.77,59.07,0.95,-1,0,1,2.98,0.13
17,151.1,207.5,995.96,288.41,0.82,-1,0,1,2.12,0.38
18,151.48,207.55,1954,511.79,0.38,-1,0,1,-1.18,0.21
19,151.35,207.71,1213.75,242.74,0.8,-1,0,1,2.7,0.15
20,151.42,207.85,1149.23,504.53,0.64,-1,0,1,2.49,0.19
21,151.27,207.73,1432.63,0,0.99,-1,0,1,-2.05,0.15
22,151.41,207.73,1761.93,522.23,0.5,-1,0,1,-1.51,0.21
23,151.31,207.54,2970,491.54,0.38,-1,0,1,-2.41,0.2
24,151.13,207.63,1309.34,51.66,1.04,-1,0,1,-3.09,0.25
25,151.37,207.7,1211.29,0,1.23,-1,0,1,-2.55,0.23
26,151.15,207.62,747.49,520.68,0.55,-1,0,1,2.65,0.17
27,151.26,207.76,1470.37,221.64,0.75,-1,0,1,-1.71,0.24
28,151.04,207.66,1117.43,433.61,0.51,-1,0,1,-2.5,0.17
29,150.99,207.82,1170.16,0,0.99,-1,0,1,2.19,0.49
30,151.38,207.53,2068.9,372.9,0.43,-1,0,1,1.93,0.38
31,151.39,207.9,1330.65,568.02,0.48,-1,0,1,2.81,0.48
32,150.94,207.75,1191.22,52.37,0.91,-1,0,1,-0.77,0.26
33,151.2,207.75,1105.24,310.33,0.72,-1,0,1,-0.58,0.11
34,151.28,207.67,1464.7,0,0.9,-1,0,1,2.22,0.23
35,151.33,207.45,1175.05,245.38,0.89,-1,0,1,2.43,0.23
36,151.47,207.63,2968,469.83,0.4,-1,0,1,2.91,0.48
37,151,207.55,1126.75,62.46,1.19,-1,0,1,2.23,0.27
38,151.28,207.53,1660.5,499.63,0.45,-1,0,1,2.75,0.42
39,151.04,207.87,1262.54,2.89,0.97,-1,0,1,1.17,0.25
40,151.09,207.63,1414.39,236.88,0.71,-1,0,1,2.43,0.31
