61,87.91,34.8,329.43,14632,3181,3181
62,87.91,34.8,329.43,15921,3532,3532
63,87.91,34.8,329.43,15255,3424,3424
64,87.91,34.8,329.43,14824,3154,3154
65,87.91,34.8,329.43,15073,3262,3262
66,87.91,34.8,329.43,15811,3622,3622
67,87.91,34.8,329.43,14906,3402,3402
68,87.91,34.8,329.43,14114,3047,3047
69,87.91,34.8,329.43,14959,3355,3355
70,87.91,34.8,329.43,15322,3505,3505
71,87.91,34.8,329.43,16146,3699,3699
72,87.91,34.8,329.43,15156,3489,3489
73,87.91,34.8,329.43,7771,677,677
74,87.91,34.8,329.43,7197,460,460
75,87.91,34.8,329.43,8364,909,909
76,87.91,34.8,329.43,7257,535,535
77,87.91,34.8,329.43,7044,537,537
78,87.91,34.8,329.43,7216,429,429
79,87.91,34.8,329.43,6534,414,414
80,87.91,34.8,329.43,8128,963,963
81,87.91,34.8,329.43,6366,135,135
82,87.91,34.8,329.43,6950,495,495
83,87.91,34.8,329.43,7652,614,614
84,87.91,34.8,329.43,7514,569,569
85,87.91,34.8,329.43,8218,873,873
86,87.91,34.8,329.43,8080,789,789
87,87.91,34.8,329.43,6707,422,422
88,87.91,34.8,329.43,7059,631,631
89,87.91,34.8,329.43,7369,630,630
90,87.91,34.8,329.43,7288,630,630
91,87.91,34.8,329.43,7618,611,611
92,87.91,34.8,329.43,6698,223,223
93,87.91,34.8,329.43,6763,410,410
94,87.91,34.8,329.43,6630,325,325
95,87.91,34.8,329.43,6552,410,410
96,87.91,34.8,329.43,7159,528,528
97,87.91,34.8,329.43,7264,422,422
98,87.91,34.8,329.43,7269,612,612
99,87.91,34.8,329.43,6883,411,411
100,87.91,34.8,329.43,7309,623,623
101,87.91,34.8,329.43,6343,292,292
102,87.91,34.8,329.43,7445,579,579
103,87.91,34.8,329.43,6952,469,469
104,87.91,34.8,329.43,6995,434,434
105,87.91,34.8,329.43,6487,306,306
106,87.91,34.8,329.43,7213,683,683
107,87.91,34.8,329.43,7376,586,586
108,87.91,34.8,329.43,7512,699,699
109,87.91,34.8,329.43,6836,454,454
110,87.91,34.8,329.43,6906,414,414
111,87.91,34.8,329.43,6614,409,409
112,87.91,34.8,329.43,7117,579,579
113,87.91,34.8,329.43,7285,720,720
114,87.91,34.8,329.43,7077,400,400
